,TumbleDryer,BaseLoad,P_EV,P_WB
2024-01-03 01:30:00,0.001,0.38298249491511566,0.0,3.0
2024-01-03 01:45:00,0.001,0.31636666666666663,0.0,3.0
2024-01-03 02:00:00,0.001,0.7227666666666667,0.0,0.8
2024-01-03 02:15:00,0.001,0.18969999999999995,0.0,0.0
2024-01-03 02:30:00,0.001,0.18969999999999995,0.0,0.0
2024-01-03 02:45:00,0.001,0.2910333333333333,0.0,0.0
2024-01-03 03:00:00,0.001,0.3797,0.0,0.0
2024-01-03 03:15:00,0.001,0.20236666666666667,0.0,2.6
2024-01-03 03:30:00,0.001,0.18969999999999995,0.0,0.0
2024-01-03 03:45:00,0.001,0.18969999999999995,0.0,0.0
2024-01-03 04:00:00,0.001,0.21503333333333333,0.0,0.0
2024-01-03 04:15:00,0.001,0.26209333333333334,0.0,0.0
2024-01-03 04:30:00,0.001,0.14266666666666666,0.0,0.0
2024-01-03 04:45:00,0.001,0.054,0.0,0.0
2024-01-03 05:00:00,0.001,0.054,2.2,0.0
2024-01-03 05:15:00,0.001,0.054,0.0,0.0
2024-01-03 05:30:00,0.001,0.19333333333333333,0.0,0.0
2024-01-03 05:45:00,0.001,0.21866666666666665,0.0,0.0
2024-01-03 06:00:00,0.001,0.054,0.0,0.0
2024-01-03 06:15:00,0.001,0.057466666666666666,0.0,1.4
2024-01-03 06:30:00,0.001,0.14925899389813882,0.0,0.8
2024-01-03 06:45:00,0.001,0.23315707570600683,0.0,0.8
2024-01-03 07:00:00,0.001,0.3598237423726735,0.0,3.0
2024-01-03 07:15:00,0.001,0.1364237423726735,0.0,0.6
2024-01-03 07:30:00,0.001,0.15075707570600685,0.0,0.0
2024-01-03 07:45:00,0.001,0.15288249491511566,0.0,0.0
2024-01-03 08:00:00,0.001,0.1630933333333333,0.0,1.4
2024-01-03 08:15:00,0.001,0.45803333333333335,0.0,2.6
2024-01-03 08:30:00,0.001,0.3683666666666667,0.0,0.0
2024-01-03 08:45:00,0.001,0.6024999999999999,0.0,0.0
2024-01-03 09:00:00,0.001,0.2027,0.0,1.6
2024-01-03 09:15:00,0.001,0.26336666666666664,0.0,2.4
2024-01-03 09:30:00,0.001,0.3855,0.0,0.0
2024-01-03 09:45:00,0.001,0.4707,0.0,2.6
2024-01-03 10:00:00,0.001,1.7600333333333333,0.0,3.0
2024-01-03 10:15:00,0.001,1.9967,0.0,3.0
2024-01-03 10:30:00,0.001,0.2027,0.0,3.0
2024-01-03 10:45:00,0.001,0.2280333333333333,0.0,3.0
2024-01-03 11:00:00,0.001,0.4021589938981388,0.0,3.0
2024-01-03 11:15:00,0.001,0.6995237423726735,0.0,3.0
2024-01-03 11:30:00,0.001,1.2601904090393403,0.0,2.0
2024-01-03 11:45:00,0.001,4.415657075706007,0.0,0.0
2024-01-03 12:00:00,0.001,1.3462570757060068,0.0,0.0
2024-01-03 12:15:00,0.001,0.7456961636157361,0.0,0.0
2024-01-03 12:30:00,0.001,0.35436666666666666,0.0,0.0
2024-01-03 12:45:00,0.001,0.2139,0.0,2.8
2024-01-03 13:00:00,0.001,0.3154294969490694,0.0,1.0
2024-01-03 13:15:00,0.001,0.6132405555295345,0.0,0.0
2024-01-03 13:30:00,0.001,0.7501826063922544,0.0,0.0
2024-01-03 13:45:00,0.001,0.9438759397255878,0.0,0.0
2024-01-03 14:00:00,0.001,0.40474260639225446,10.266666666666667,0.0
2024-01-03 14:15:00,0.001,0.3543896084262082,0.0,0.4
2024-01-03 14:30:00,0.001,0.2377646517450819,0.0,3.0
2024-01-03 14:45:00,0.001,0.2027,0.0,2.0
2024-01-03 15:00:00,0.001,0.38003333333333333,0.0,0.0
2024-01-03 15:15:00,0.001,0.3198333333333333,0.0,0.0
2024-01-03 15:30:00,0.001,0.1991589938981388,0.0,0.0
2024-01-03 15:45:00,0.001,0.2015237423726735,0.0,0.0
2024-01-03 16:00:00,0.001,0.11105707570600684,0.0,1.4
2024-01-03 16:15:00,0.001,0.16715707570600685,3.6666666666666665,3.0
2024-01-03 16:30:00,0.001,0.2566904090393402,0.0,1.8
2024-01-03 16:45:00,0.001,0.08754916158178233,0.0,0.0
2024-01-03 17:00:00,0.001,0.067,0.0,0.0
2024-01-03 17:15:00,0.001,0.4668,0.0,1.0
2024-01-03 17:30:00,0.001,0.09233333333333334,0.0,3.0
2024-01-03 17:45:00,0.001,0.24400000000000002,0.0,0.2
2024-01-03 18:00:00,0.001,0.14266666666666666,2.2,0.0
2024-01-03 18:15:00,0.001,0.054,0.0,0.0
2024-01-03 18:30:00,0.001,0.15886666666666666,0.0,0.0
2024-01-03 18:45:00,0.001,0.2854,0.0,0.0
2024-01-03 19:00:00,0.001,0.3143333333333333,0.0,0.0
2024-01-03 19:15:00,0.001,0.7394666666666666,0.0,2.2
2024-01-03 19:30:00,0.001,0.175,0.0,3.0
2024-01-03 19:45:00,0.001,0.5344666666666666,0.0,0.6
2024-01-03 20:00:00,0.001,0.054,0.0,1.4
2024-01-03 20:15:00,0.001,0.11733333333333333,0.0,0.6
2024-01-03 20:30:00,0.001,0.24400000000000002,0.0,0.0
2024-01-03 20:45:00,0.001,0.10466666666666667,0.0,0.0
2024-01-03 21:00:00,0.001,0.054,0.0,0.0
2024-01-03 21:15:00,0.001,0.054,0.0,0.0
2024-01-03 21:30:00,0.001,0.054,0.0,0.0
2024-01-03 21:45:00,0.001,0.2321215828248449,0.0,0.0
2024-01-03 22:00:00,0.001,0.30542374237267356,0.0,0.0
2024-01-03 22:15:00,0.001,0.28852520727461634,0.0,2.0
2024-01-03 22:30:00,0.001,0.33937593972558777,0.0,0.6
2024-01-03 22:45:00,0.001,0.33937593972558777,0.0,0.0
2024-01-03 23:00:00,0.001,0.43361502763531695,0.0,0.6
2024-01-03 23:15:00,0.001,0.41268553068624764,0.0,3.0
2024-01-03 23:30:00,0.001,0.1259313184117486,0.0,3.0
2024-01-03 23:45:00,0.001,0.054,0.0,3.0
2024-01-04 00:00:00,0.001,0.054,0.0,0.8
2024-01-04 00:15:00,0.001,0.07933333333333333,0.0,0.0
2024-01-04 00:30:00,0.001,0.24400000000000002,0.0,2.4
2024-01-04 00:45:00,0.001,0.14266666666666666,0.0,0.6
2024-01-04 01:00:00,0.001,0.054,0.0,0.0
2024-01-04 01:15:00,0.001,0.054,0.0,0.0
2024-01-04 01:30:00,0.001,0.054,0.0,0.0
2024-01-04 01:45:00,0.001,0.7263999999999999,0.0,0.0
2024-01-04 02:00:00,0.001,0.21866666666666665,0.0,0.0
2024-01-04 02:15:00,0.001,0.054,0.0,0.0
2024-01-04 02:30:00,0.001,0.054,0.0,2.8
2024-01-04 02:45:00,0.001,0.45380000000000004,0.0,0.0
2024-01-04 03:00:00,0.001,0.11733333333333333,0.0,0.0
2024-01-04 03:15:00,0.001,0.24400000000000002,0.0,0.0
2024-01-04 03:30:00,0.001,0.10466666666666667,0.0,1.2
2024-01-04 03:45:00,0.001,0.054,0.0,1.2
2024-01-04 04:00:00,0.001,0.054,0.0,0.0
2024-01-04 04:15:00,0.001,0.054,0.0,0.0
2024-01-04 04:30:00,0.001,0.2313333333333333,0.0,0.0
2024-01-04 04:45:00,0.001,0.18066666666666667,0.0,0.0
2024-01-04 05:00:00,0.001,0.054,0.0,0.0
2024-01-04 05:15:00,0.001,0.054,0.0,0.0
2024-01-04 05:30:00,0.001,0.054,0.0,0.0
2024-01-04 05:45:00,0.001,0.15533333333333335,1.4666666666666666,0.0
2024-01-04 06:00:00,0.001,0.24400000000000002,7.333333333333333,0.0
2024-01-04 06:15:00,0.001,0.06666666666666667,0.0,0.0
2024-01-04 06:30:00,0.001,0.054,0.0,0.0
2024-01-04 06:45:00,0.001,0.054,0.0,0.0
2024-01-04 07:00:00,0.001,0.07933333333333333,0.0,0.0
2024-01-04 07:15:00,0.001,0.24400000000000002,0.0,0.0
2024-01-04 07:30:00,0.001,0.14266666666666666,0.0,0.0
2024-01-04 07:45:00,0.001,0.054,0.0,0.0
2024-01-04 08:00:00,0.001,0.054,0.0,0.0
2024-01-04 08:15:00,0.001,0.054,0.0,0.0
2024-01-04 08:30:00,0.001,0.19333333333333333,0.0,0.0
2024-01-04 08:45:00,0.001,0.21866666666666665,0.0,0.0
2024-01-04 09:00:00,0.001,0.054,0.0,0.0
2024-01-04 09:15:00,0.001,0.054,0.0,0.0
2024-01-04 09:30:00,0.001,0.054,0.0,0.0
2024-01-04 09:45:00,0.001,0.11733333333333333,0.0,0.0
2024-01-04 10:00:00,0.001,0.24400000000000002,0.0,0.0
2024-01-04 10:15:00,0.001,0.10466666666666667,0.0,0.0
2024-01-04 10:30:00,0.001,0.054,0.0,0.0
2024-01-04 10:45:00,0.001,0.054,0.0,0.0
2024-01-04 11:00:00,0.001,0.054,0.0,0.0
2024-01-04 11:15:00,0.001,0.2313333333333333,0.0,0.0
2024-01-04 11:30:00,0.001,0.18066666666666667,0.0,0.0
2024-01-04 11:45:00,0.001,0.054,0.0,0.0
2024-01-04 12:00:00,0.001,0.054,0.0,0.0
2024-01-04 12:15:00,0.001,0.054,0.0,0.0
2024-01-04 12:30:00,0.001,0.15533333333333335,0.0,0.0
2024-01-04 12:45:00,0.001,0.24400000000000002,0.0,0.0
2024-01-04 13:00:00,0.001,0.06666666666666667,0.0,0.0
2024-01-04 13:15:00,0.001,0.054,0.0,0.0
2024-01-04 13:30:00,0.001,0.054,0.0,0.0
2024-01-04 13:45:00,0.001,0.07933333333333333,0.0,0.0
2024-01-04 14:00:00,0.001,0.24400000000000002,0.0,0.0
2024-01-04 14:15:00,0.001,0.14266666666666666,0.0,0.0
2024-01-04 14:30:00,0.001,0.054,0.0,0.0
2024-01-04 14:45:00,0.001,0.054,8.066666666666666,0.0
2024-01-04 15:00:00,0.001,0.054,2.933333333333333,0.0
2024-01-04 15:15:00,0.001,0.19333333333333333,0.0,0.0
2024-01-04 15:30:00,0.001,0.21866666666666665,0.0,0.0
2024-01-04 15:45:00,0.001,0.054,0.0,0.0
2024-01-04 16:00:00,0.001,0.054,0.0,0.0
2024-01-04 16:15:00,0.001,0.054,3.6666666666666665,0.0
2024-01-04 16:30:00,0.001,0.11733333333333333,0.7333333333333333,0.0
2024-01-04 16:45:00,0.001,0.24400000000000002,0.0,0.0
2024-01-04 17:00:00,0.001,0.12674666666666667,0.0,0.0
2024-01-04 17:15:00,0.001,0.8275733333333334,0.0,0.0
2024-01-04 17:30:00,0.001,2.176,0.0,0.2
2024-01-04 17:45:00,0.001,0.7613333333333333,0.0,2.0
2024-01-04 18:00:00,0.001,0.32813333333333333,0.0,2.8
2024-01-04 18:15:00,0.001,0.33321886401958095,0.0,1.2
2024-01-04 18:30:00,0.001,1.3434855306862477,0.0,3.0
2024-01-04 18:45:00,0.001,2.0586188640195813,0.0,1.8
2024-01-04 19:00:00,0.001,0.282878864019581,0.0,0.0
2024-01-04 19:15:00,0.001,0.40749102543136007,0.0,0.0
2024-01-04 19:30:00,0.001,0.4179417578823314,0.0,0.0
2024-01-04 19:45:00,0.001,0.23391886401958095,0.0,0.0
2024-01-04 20:00:00,0.001,0.2857855306862476,0.0,0.0
2024-01-04 20:15:00,0.001,0.34225219735291434,0.0,0.0
2024-01-04 20:30:00,0.001,0.37862102356740956,0.0,0.2
2024-01-04 20:45:00,0.001,0.5272481011373669,0.0,3.0
2024-01-04 21:00:00,0.001,0.4217078081569783,0.0,2.2
2024-01-04 21:15:00,0.001,0.8710092730589213,0.0,0.0
2024-01-04 21:30:00,0.001,0.47428769023407624,0.0,0.0
2024-01-04 21:45:00,0.001,0.5578781932850068,0.0,0.0
2024-01-04 22:00:00,0.001,0.6144092730589211,0.0,0.0
2024-01-04 22:15:00,0.001,1.0395426063922544,0.0,0.0
2024-01-04 22:30:00,0.001,0.3775814344707002,0.0,0.4
2024-01-04 22:45:00,0.001,0.3621426063922545,0.0,2.2
2024-01-04 23:00:00,0.001,0.34502927305892117,0.0,0.0
2024-01-04 23:15:00,0.001,0.2897759397255878,0.0,0.0
2024-01-04 23:30:00,0.001,0.5293759397255877,0.0,1.2
2024-01-04 23:45:00,0.001,0.38373661046016194,0.0,0.8
2024-01-05 00:00:00,0.001,0.3143876902340762,0.0,0.0
2024-01-05 00:15:00,0.001,0.195237661666784,0.0,0.0
2024-01-05 00:30:00,0.001,0.5624237423726736,0.0,0.0
2024-01-05 00:45:00,0.001,0.24315707570600686,0.0,0.0
2024-01-05 01:00:00,0.001,0.19249040903934017,0.0,2.2
2024-01-05 01:15:00,0.001,0.06267074440662725,0.0,3.0
2024-01-05 01:30:00,0.001,0.054,0.0,0.6
2024-01-05 01:45:00,0.001,0.054,0.0,0.0
2024-01-05 02:00:00,0.001,0.15533333333333335,0.0,0.0
2024-01-05 02:15:00,0.001,0.24400000000000002,0.0,1.4
2024-01-05 02:30:00,0.001,0.06666666666666667,0.0,2.6
2024-01-05 02:45:00,0.001,0.054,0.0,1.2
2024-01-05 03:00:00,0.001,0.054,0.0,1.4
2024-01-05 03:15:00,0.001,0.07933333333333333,0.0,0.6
2024-01-05 03:30:00,0.001,0.24400000000000002,0.0,0.0
2024-01-05 03:45:00,0.001,0.14266666666666666,0.0,0.0
2024-01-05 04:00:00,0.001,0.054,0.0,1.2
2024-01-05 04:15:00,0.001,0.054,0.0,2.4
2024-01-05 04:30:00,0.001,0.054,0.0,0.0
2024-01-05 04:45:00,0.001,0.19333333333333333,0.0,0.0
2024-01-05 05:00:00,0.001,0.6184666666666666,0.0,0.0
2024-01-05 05:15:00,0.001,0.054,0.0,0.0
2024-01-05 05:30:00,0.001,0.054,0.0,2.8
2024-01-05 05:45:00,0.001,0.054,0.0,0.2
2024-01-05 06:00:00,0.001,0.11733333333333333,0.0,0.0
2024-01-05 06:15:00,0.001,0.24400000000000002,0.0,0.0
2024-01-05 06:30:00,0.001,0.10466666666666667,0.0,0.0
2024-01-05 06:45:00,0.001,0.054,0.0,0.0
2024-01-05 07:00:00,0.001,0.054,0.0,0.0
2024-01-05 07:15:00,0.001,0.054,0.0,0.0
2024-01-05 07:30:00,0.001,0.2313333333333333,0.0,0.0
2024-01-05 07:45:00,0.001,0.18066666666666667,0.0,2.2
2024-01-05 08:00:00,0.001,0.054,0.0,3.0
2024-01-05 08:15:00,0.001,0.054,0.0,3.0
2024-01-05 08:30:00,0.001,0.175,0.0,3.0
2024-01-05 08:45:00,0.001,0.3248666666666667,0.0,3.0
2024-01-05 09:00:00,0.001,0.456,0.0,3.0
2024-01-05 09:15:00,0.001,0.27866666666666673,0.0,3.0
2024-01-05 09:30:00,0.001,0.266,0.0,3.0
2024-01-05 09:45:00,0.001,0.17313333333333333,0.0,3.0
2024-01-05 10:00:00,0.001,0.07933333333333333,0.0,3.0
2024-01-05 10:15:00,0.001,0.271345237705859,0.0,3.0
2024-01-05 10:30:00,0.001,0.17421886401958095,0.0,3.0
