,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-02 10:45:00,0.001,1.7936349296414096,0.0,0.1865975970521496,0.5104000000000001,0.0,0.0
2024-01-02 11:00:00,0.001,1.9742961391433866,0.0,0.4742561237541715,0.7164666666666667,0.0,0.0
2024-01-02 11:15:00,0.001,1.9603980523329312,0.0,0.614273171681349,0.33626666666666666,0.0,0.0
2024-01-02 11:30:00,0.001,0.9100461729923902,0.0,0.15269830158935585,0.3031333333333333,0.0,1.6
2024-01-02 11:45:00,0.001,0.001,0.0,0.3591484120935252,0.291,0.0,0.5333333333333333
2024-01-02 12:00:00,0.001,0.001,0.0,1.3103478708408682,1.0520666666666667,1.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.0,0.24717629226994017,0.6003333333333334,5.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.0,0.10649224540073976,2.3716666666666666,0.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.0,0.3213968434492331,2.0243333333333333,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.0,0.8709994292464647,0.8240666666666667,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.0,0.001,0.19243932926542587,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.0,0.001,0.6190904090393402,0.0,0.0
2024-01-02 13:45:00,0.001,0.001,0.00013333333333333334,0.001,0.6256904090393401,0.0,0.0
2024-01-02 14:00:00,0.001,0.001,1.8002,0.001,0.11675707570600684,0.0,0.0
2024-01-02 14:15:00,0.001,0.001,1.2004666666666668,0.001,0.0598237423726735,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,1.6502666666666668,0.001,0.10664724338965037,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.0008666666666666667,0.001,0.7442628302824027,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.0,0.001,0.5231570757060068,0.0,0.0
2024-01-02 15:15:00,0.001,0.001,0.0,0.0836337114293139,0.32049040903934023,0.0,0.0
2024-01-02 15:30:00,0.001,0.001,0.0,0.35241852509254945,0.18400084850992302,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.0,0.759159940451665,0.10437593972558781,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.0,0.1313832674071484,0.08995627509287486,0.0,0.0
2024-01-02 16:15:00,0.001,0.001,0.0,0.16556550051723923,0.18088553068624763,0.0,0.0
2024-01-02 16:30:00,0.26467826201922107,0.001,0.0,1.1133278462578373,0.8659521973529144,0.0,0.0
2024-01-02 16:45:00,0.7920347860576631,0.001,0.0,0.6646948238997311,0.19359798507841525,0.0,0.0
2024-01-02 17:00:00,0.7920347860576631,0.001,0.0,0.12497312234815415,0.4667313184117486,0.0,2.1333333333333333
2024-01-02 17:15:00,0.7920347860576631,0.001,0.0,0.2759831373647351,0.08041886401958097,0.0,0.0
2024-01-02 17:30:00,0.7920347860576631,0.001,0.0,0.8756974757013526,1.5219121973529144,0.0,0.0
2024-01-02 17:45:00,0.7920347860576631,0.001,0.0,0.07226666666666669,2.057458864019581,4.0,0.0
2024-01-02 18:00:00,0.7920347860576631,0.001,0.0,0.001,0.45641886401958087,0.0,0.0
2024-01-02 18:15:00,0.7920347860576631,0.001,0.0,0.001,0.5143521973529143,0.0,0.0
2024-01-02 18:30:00,0.7920347860576631,0.001,0.0,0.001,0.4539521973529143,0.0,0.0
2024-01-02 18:45:00,0.7920347860576631,0.001,0.0,0.001,0.4402855306862476,0.0,0.0
2024-01-02 19:00:00,0.7920347860576631,0.001,0.0,0.001,0.5198855306862477,0.0,0.0
2024-01-02 19:15:00,0.7920347860576631,0.001,0.0,0.001,0.583218864019581,0.0,0.0
2024-01-02 19:30:00,0.7920347860576631,0.001,0.0009333333333333333,0.001,0.6234267781438054,0.0,0.0
2024-01-02 19:45:00,0.7920347860576631,0.001,1.2004666666666668,0.001,0.4844426063922544,0.0,0.0
2024-01-02 20:00:00,0.4228852192307536,0.001,0.001,0.001,0.4065759397255878,0.0,0.0
2024-01-02 20:15:00,0.001,0.001,0.001,0.001,0.43924260639225443,0.0,0.0
2024-01-02 20:30:00,0.001,0.001,0.0002666666666666667,0.001,0.5947092730589211,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.0,0.001,0.5060426063922544,0.0,0.0
2024-01-02 21:00:00,0.001,0.001,0.0,0.001,0.6079680256013632,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.0,0.001,0.5483626063922544,0.0,0.0
2024-01-02 21:30:00,0.001,0.001,0.0,0.001,0.3144446213138392,0.0,0.0
2024-01-02 21:45:00,0.001,0.001,0.0,0.001,0.42377593972558775,0.0,0.0
2024-01-02 22:00:00,0.001,0.001,0.0,0.001,0.555509273058921,0.0,0.0
2024-01-02 22:15:00,0.001,0.001,0.0,0.001,0.22793277407589801,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.0,0.001,0.4724778579177197,0.0,0.0
2024-01-02 22:45:00,0.001,0.001,0.0,0.001,0.47613418184325634,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.0,0.001,0.4238237423726735,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.0,0.001,0.5251570757060068,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.0,0.001,0.4156904090393401,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.0,0.001,0.29572949694906936,0.0,0.8
2024-01-03 00:00:00,0.001,0.001,0.0,0.001,0.32559999999999995,0.0,1.8666666666666667
2024-01-03 00:15:00,0.001,0.001,0.0,0.001,0.17466666666666666,0.0,0.0
2024-01-03 00:30:00,0.001,0.001,0.0,0.001,0.0550942454236041,0.0,0.0
2024-01-03 00:45:00,0.001,0.001,0.0,0.001,0.23715707570600683,0.0,0.0
2024-01-03 01:00:00,0.001,0.001,0.0,0.001,0.07249040903934016,0.0,0.0
2024-01-03 01:15:00,0.001,0.001,0.0,0.001,0.12889040903934018,0.0,0.0
2024-01-03 01:30:00,0.001,0.001,0.0,0.001,0.3594904090393402,0.0,0.0
2024-01-03 01:45:00,0.001,0.001,0.0,0.001,0.31281966463271293,0.0,0.0
2024-01-03 02:00:00,0.001,0.001,0.0,0.001,0.6461333333333333,0.0,0.0
2024-01-03 02:15:00,0.001,0.001,0.0,0.001,0.30619999999999997,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.0,0.001,0.21163391005631702,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.0,0.001,0.0598237423726735,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.0,0.001,0.22449040903934017,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.0,0.001,0.1864904090393402,0.0,0.0
2024-01-03 03:30:00,0.001,0.001,0.0,0.001,0.19836882621449528,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.0,0.001,0.13093333333333332,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.0,0.001,0.169,0.0,0.0
2024-01-03 04:15:00,0.001,0.001,0.0,0.001,0.169,0.0,0.0
2024-01-03 04:30:00,0.001,0.001,0.0,0.001,0.33366666666666667,0.0,0.0
2024-01-03 04:45:00,0.001,0.001,0.0,0.001,0.32099999999999995,0.0,0.0
2024-01-03 05:00:00,0.001,0.001,0.0,0.001,0.31753333333333333,0.0,0.0
2024-01-03 05:15:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.0,0.001,0.44780000000000003,0.0,0.8
2024-01-03 05:45:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.0,0.001,0.21897710613724952,0.0,0.0
2024-01-03 06:15:00,0.001,0.001,0.0,0.001,0.840618864019581,0.0,0.0
2024-01-03 06:30:00,0.001,0.001,0.0,0.001,0.17255219735291433,5.0,0.0
2024-01-03 06:45:00,0.001,0.001,0.0,0.001,0.0925521973529143,12.0,0.0
2024-01-03 07:00:00,0.001,0.001,0.0,0.001,0.0925521973529143,0.0,0.0
2024-01-03 07:15:00,0.001,0.001,0.0,0.001,0.08624175788233145,0.0,0.5333333333333333
2024-01-03 07:30:00,0.001,0.001,0.0,0.001,0.21786666666666665,0.0,1.3333333333333333
2024-01-03 07:45:00,0.001,0.001,0.0,0.001,0.35200000000000004,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.0,0.001,0.06066666666666667,0.0,0.0
2024-01-03 08:15:00,0.001,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-03 08:30:00,0.001,0.001,0.0,0.001,1.9672000000000003,0.0,0.0
2024-01-03 08:45:00,0.001,0.001,0.0,0.001,1.1675333333333335,0.0,0.0
2024-01-03 09:00:00,0.001,0.001,0.0,0.001,0.27599999999999997,0.0,0.0
2024-01-03 09:15:00,0.001,0.001,0.0,0.001,0.3126,0.0,0.0
2024-01-03 09:30:00,0.001,0.001,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-03 09:45:00,0.001,0.001,0.0,0.001,0.061000000000000006,0.0,0.0
2024-01-03 10:00:00,0.001,0.001,0.0,0.001,1.661,0.0,0.0
2024-01-03 10:15:00,0.001,0.001,0.0,0.001,1.3882666666666665,0.0,0.0
2024-01-03 10:30:00,0.001,0.001,0.0,0.001,0.36672435876469334,0.0,0.0
2024-01-03 10:45:00,0.001,0.001,0.0,0.001,0.26634452458438646,0.0,0.0
2024-01-03 11:00:00,0.001,0.001,0.0,0.001,0.0913759397255878,0.0,0.0
2024-01-03 11:15:00,0.001,0.001,0.0,0.001,2.1288426063922543,0.0,0.0
2024-01-03 11:30:00,0.001,0.001,0.0,0.001,1.769509273058921,0.0,0.0
2024-01-03 11:45:00,0.001,0.001,0.0,0.001,2.0470356467451993,0.0,0.0
2024-01-03 12:00:00,0.001,0.19936030919213968,0.0,0.001,2.486380576722984,0.0,1.6
2024-01-03 12:15:00,0.001,1.7798584200956205,0.0,0.001,0.3214904090393402,0.0,0.5333333333333333
2024-01-03 12:30:00,0.001,1.9083628405002044,0.0,0.001,0.23515707570600683,0.0,0.0
2024-01-03 12:45:00,0.7392991336538189,1.2705341635296237,0.0,0.001,0.3042237423726735,0.0,0.0
2024-01-03 13:00:00,0.7920347860576631,0.11681858642172292,0.0,0.001,0.1938237423726735,0.0,0.0
2024-01-03 13:15:00,0.7920347860576631,0.001,0.0,0.001,0.3806237423726735,0.0,0.0
2024-01-03 13:30:00,0.7920347860576631,0.001,0.0,0.001,0.5561570757060068,14.0,0.0
2024-01-03 13:45:00,0.7920347860576631,0.001,0.0,0.001,0.4294904090393402,9.0,0.0
2024-01-03 14:00:00,0.7920347860576631,0.001,0.0,0.001,0.43509040903934015,0.0,0.0
2024-01-03 14:15:00,0.7920347860576631,0.7458391507932689,0.0,0.001,0.3636237423726735,0.0,0.0
2024-01-03 14:30:00,0.7920347860576631,1.8438313183695985,0.0,0.001,0.3148237423726735,0.0,0.0
2024-01-03 14:45:00,0.7920347860576631,1.971994101397868,0.0,0.001,0.8891391265687268,0.0,0.0
2024-01-03 15:00:00,0.7920347860576631,1.927021184257893,0.0,0.001,0.48621593972558774,0.0,0.0
2024-01-03 15:15:00,0.7920347860576631,0.5513398249799838,1.5003333333333333,0.001,0.4374886963359374,0.0,0.0
2024-01-03 15:30:00,0.7920347860576631,0.001,1.5003333333333333,0.001,0.32037593972558776,0.0,0.0
2024-01-03 15:45:00,0.7920347860576631,0.001,1.6502666666666665,0.001,0.3473759397255878,0.0,0.0
2024-01-03 16:00:00,0.7920347860576631,0.001,0.001,0.001,0.4107092730589211,0.0,0.0
2024-01-03 16:15:00,0.7920347860576631,0.001,0.0,0.001,0.47404260639225443,0.0,0.0
2024-01-03 16:30:00,0.7920347860576631,0.001,0.0,0.001,0.4655391265687268,0.0,0.0
2024-01-03 16:45:00,0.7920347860576631,0.001,0.0,0.001,0.4190314151412014,0.0,0.0
2024-01-03 17:00:00,0.7920347860576631,0.001,0.0,0.001,0.3794666666666666,0.0,0.0
2024-01-03 17:15:00,0.7920347860576631,0.001,0.0,0.001,0.4167294969490694,0.0,2.1333333333333333
2024-01-03 17:30:00,0.7920347860576631,0.001,0.0,0.001,0.5820883941177554,0.0,0.0
2024-01-03 17:45:00,0.7920347860576631,0.001,0.0,0.001,0.9665092730589212,0.0,0.0
2024-01-03 18:00:00,0.7920347860576631,0.001,0.0,0.001,0.5981759397255877,0.0,0.0
2024-01-03 18:15:00,0.7920347860576631,0.001,0.0,0.001,0.46517593972558774,0.0,0.0
2024-01-03 18:30:00,0.05373565240384421,0.001,0.0,0.001,0.3473759397255878,0.0,0.0
2024-01-03 18:45:00,0.001,0.001,0.0,0.001,0.3558814344707002,0.0,0.0
2024-01-03 19:00:00,0.001,0.001,0.0,0.001,0.4940237423726735,0.0,0.0
2024-01-03 19:15:00,0.001,0.001,0.0,0.001,2.7390237423726735,0.0,0.0
2024-01-03 19:30:00,0.001,0.001,0.0,0.001,0.7208904090393401,0.0,0.0
2024-01-03 19:45:00,0.001,0.001,0.0,0.001,0.5634904090393402,0.0,0.0
2024-01-03 20:00:00,0.001,0.001,0.0,0.001,0.4536515809608944,0.0,0.0
2024-01-03 20:15:00,0.001,0.001,0.0,0.001,0.6745915266183401,0.0,0.0
2024-01-03 20:30:00,0.001,0.001,0.0,0.001,0.5570426063922544,0.0,0.0
2024-01-03 20:45:00,0.001,0.001,0.0,0.001,0.5787759397255878,0.0,0.0
2024-01-03 21:00:00,0.001,0.001,0.0,0.001,0.6330426063922544,0.0,0.0
2024-01-03 21:15:00,0.001,0.001,0.0,0.001,1.085975939725588,0.0,0.0
2024-01-03 21:30:00,0.001,0.001,0.0,0.001,0.4391092730589211,0.0,0.0
2024-01-03 21:45:00,0.001,0.001,0.0,0.001,0.7320737801777591,0.0,0.0
2024-01-03 22:00:00,0.001,0.001,0.0,0.001,0.4641013589346966,0.0,0.0
2024-01-03 22:15:00,0.001,0.001,0.0,0.001,0.9884426063922546,0.0,2.1333333333333333
2024-01-03 22:30:00,0.001,0.001,0.0,0.001,0.5716426063922544,0.0,0.0
2024-01-03 22:45:00,0.001,0.001,0.0,0.001,0.8608426063922544,0.0,0.0
2024-01-03 23:00:00,0.001,0.001,0.0,0.001,0.39560579323539347,0.0,0.0
2024-01-03 23:15:00,0.001,0.001,0.0,0.001,0.3806904090393402,0.0,0.0
2024-01-03 23:30:00,0.001,0.001,0.0,0.001,0.2112846213138392,0.0,0.0
2024-01-03 23:45:00,0.001,0.001,0.0,0.001,0.567113109443185,0.0,0.0
2024-01-04 00:00:00,0.001,0.001,0.0,0.001,0.765018864019581,0.0,0.0
2024-01-04 00:15:00,0.001,0.001,0.0,0.001,0.4604855306862477,0.0,0.0
