,WasherDryer,TumbleDryer,BaseLoad,P_EV,P_HP
2024-01-03 13:00:00,0.001,0.001,0.21600000000000003,0.0,1.6
2024-01-03 13:15:00,0.001,0.001,0.06666666666666667,0.0,1.8
2024-01-03 13:30:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 13:45:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 14:00:00,0.001,0.001,0.25566666666666665,0.0,0.0
2024-01-03 14:15:00,0.001,0.001,0.3736666666666667,0.0,1.8
2024-01-03 14:30:00,0.001,0.001,0.162,0.0,1.6
2024-01-03 14:45:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 15:00:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 15:15:00,0.001,0.001,0.06466666666666666,0.0,0.0
2024-01-03 15:30:00,0.001,0.001,0.335,0.0,0.0
2024-01-03 15:45:00,0.001,0.001,0.29633333333333334,0.0,0.0
2024-01-03 16:00:00,0.001,0.001,0.14733333333333334,0.0,0.0
2024-01-03 16:15:00,0.001,0.001,0.052,0.0,1.8
2024-01-03 16:30:00,0.001,0.001,0.052,0.0,1.6
2024-01-03 16:45:00,0.001,0.001,0.11533333333333333,9.533333333333333,0.0
2024-01-03 17:00:00,0.001,0.001,0.37633333333333335,2.2,0.0
2024-01-03 17:15:00,0.001,0.001,0.219,0.0,0.0
2024-01-03 17:30:00,0.001,0.001,0.13266666666666665,0.0,0.0
2024-01-03 17:45:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 18:00:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 18:15:00,0.001,0.001,0.18666666666666665,0.0,1.2
2024-01-03 18:30:00,0.001,0.001,0.397,0.0,2.2
2024-01-03 18:45:00,0.001,0.001,0.14166666666666666,0.0,0.0
2024-01-03 19:00:00,0.001,0.001,0.11800000000000001,0.0,0.0
2024-01-03 19:15:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 19:30:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 19:45:00,0.001,0.001,0.2786666666666667,0.0,0.0
2024-01-03 20:00:00,0.001,0.001,0.336,0.0,0.0
2024-01-03 20:15:00,0.001,0.001,0.12533333333333335,0.0,0.0
2024-01-03 20:30:00,0.001,0.001,0.10333333333333333,0.0,0.0
2024-01-03 20:45:00,0.001,0.001,0.052,0.0,2.6
2024-01-03 21:00:00,0.001,0.001,0.07733333333333332,0.0,1.4
2024-01-03 21:15:00,0.001,0.001,0.3453333333333333,0.0,0.0
2024-01-03 21:30:00,0.001,0.001,0.24400000000000002,0.0,0.0
2024-01-03 21:45:00,0.001,0.001,0.14,0.0,0.0
2024-01-03 22:00:00,0.001,0.001,0.08866666666666667,0.0,0.0
2024-01-03 22:15:00,0.001,0.001,0.052,0.0,0.0
2024-01-03 22:30:00,0.001,0.001,0.128,0.0,0.0
2024-01-03 22:45:00,0.001,0.001,0.3866666666666667,0.0,0.0
2024-01-03 23:00:00,0.001,0.001,0.152,0.0,0.0
2024-01-03 23:15:00,0.001,0.001,0.15466666666666667,0.0,0.0
2024-01-03 23:30:00,0.001,0.001,0.074,0.0,0.0
2024-01-03 23:45:00,0.001,0.001,0.052,0.0,0.0
2024-01-04 00:00:00,0.001,0.001,0.20966666666666667,0.0,0.0
2024-01-04 00:15:00,0.001,0.001,0.38433333333333336,0.0,0.0
2024-01-04 00:30:00,0.001,0.001,0.08,0.0,0.0
2024-01-04 00:45:00,0.001,0.001,0.2507333333333333,0.0,0.0
2024-01-04 01:00:00,0.001,0.001,0.18033333333333332,0.0,0.0
2024-01-04 01:15:00,0.001,0.001,0.173,0.0,0.0
2024-01-04 01:30:00,0.001,0.001,0.42266666666666663,0.0,0.0
2024-01-04 01:45:00,0.001,0.001,0.434,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.09013333333333333,0.0,0.0
2024-01-04 02:15:00,0.001,0.001,0.15466666666666667,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.052,0.0,0.0
2024-01-04 02:45:00,0.001,0.001,0.09,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.3556666666666667,0.0,0.0
2024-01-04 03:15:00,0.001,0.001,0.221,0.0,0.0
2024-01-04 03:30:00,0.001,0.001,0.08866666666666667,0.0,0.0
2024-01-04 03:45:00,0.001,0.001,0.14,0.0,0.0
2024-01-04 04:00:00,0.001,0.001,0.052,0.0,1.0
2024-01-04 04:15:00,0.001,0.001,0.14066666666666666,0.0,3.0
2024-01-04 04:30:00,0.001,0.001,0.397,0.0,0.0
2024-01-04 04:45:00,0.001,0.001,0.129,0.0,0.0
2024-01-04 05:00:00,0.001,0.001,0.10333333333333333,0.0,0.0
2024-01-04 05:15:00,0.001,0.001,0.12533333333333335,0.0,0.0
2024-01-04 05:30:00,0.001,0.001,0.052,0.0,0.6
2024-01-04 05:45:00,0.001,0.001,0.2326666666666667,0.0,1.2
2024-01-04 06:00:00,0.001,0.001,0.3716666666666667,0.0,0.0
2024-01-04 06:15:00,0.001,0.001,0.06233333333333333,6.6,0.0
2024-01-04 06:30:00,0.001,0.001,0.11800000000000001,7.333333333333333,2.8
2024-01-04 06:45:00,0.001,0.001,0.11066666666666666,0.0,0.8
2024-01-04 07:00:00,0.001,0.001,0.052,0.0,0.0
2024-01-04 07:15:00,0.001,0.001,0.32466666666666666,0.0,0.4
2024-01-04 07:30:00,0.001,0.001,0.43539999999999995,0.0,3.0
2024-01-04 07:45:00,0.001,0.001,0.33153333333333335,0.0,1.0
2024-01-04 08:00:00,0.001,0.001,0.14566666666666667,0.0,0.0
2024-01-04 08:15:00,0.001,0.001,0.5062,0.0,0.2
2024-01-04 08:30:00,0.001,0.001,0.24046666666666666,0.0,1.8
2024-01-04 08:45:00,0.001,0.001,0.6786666666666666,0.0,0.0
2024-01-04 09:00:00,0.001,0.001,0.24500000000000002,0.0,0.0
2024-01-04 09:15:00,0.001,0.001,0.06726666666666667,0.0,0.0
2024-01-04 09:30:00,0.001,0.001,0.16033333333333333,0.0,0.0
2024-01-04 09:45:00,0.001,0.001,0.08566666666666665,0.0,0.0
2024-01-04 10:00:00,0.001,0.001,0.7019333333333333,0.0,1.6
2024-01-04 10:15:00,0.001,0.001,0.41,11.0,3.0
2024-01-04 10:30:00,0.001,0.001,0.119,0.7333333333333333,0.8
2024-01-04 10:45:00,0.001,0.001,0.065,0.0,0.0
2024-01-04 11:00:00,0.001,0.001,0.175,0.0,0.0
2024-01-04 11:15:00,0.001,0.001,0.06753333333333332,0.0,0.0
2024-01-04 11:30:00,0.001,0.001,0.3686,0.0,0.0
2024-01-04 11:45:00,0.001,0.001,0.48000000000000004,0.0,0.0
2024-01-04 12:00:00,0.001,0.001,0.173,0.0,0.0
2024-01-04 12:15:00,0.001,0.001,0.18766666666666668,0.0,0.0
2024-01-04 12:30:00,0.001,0.001,0.283,0.0,0.6
2024-01-04 12:45:00,0.001,0.001,0.12113333333333333,0.0,3.0
2024-01-04 13:00:00,0.001,0.001,0.335,0.0,0.0
2024-01-04 13:15:00,0.001,0.001,0.267,8.8,0.0
2024-01-04 13:30:00,0.001,0.001,0.052,1.4666666666666666,0.0
2024-01-04 13:45:00,0.001,0.001,0.08133333333333333,0.0,0.0
2024-01-04 14:00:00,0.001,0.001,0.14733333333333334,0.0,0.0
2024-01-04 14:15:00,0.001,0.001,0.11533333333333333,0.0,2.8
2024-01-04 14:30:00,0.001,0.001,0.37633333333333335,0.0,1.8
2024-01-04 14:45:00,0.001,0.001,0.175,0.0,0.0
2024-01-04 15:00:00,0.001,0.001,0.052,0.0,0.0
2024-01-04 15:15:00,0.001,0.001,0.096,0.0,0.0
2024-01-04 15:30:00,0.001,0.001,0.13266666666666665,0.0,0.0
2024-01-04 15:45:00,0.001,0.001,0.18666666666666665,0.0,0.0
2024-01-04 16:00:00,0.001,0.001,0.9368666666666667,0.0,1.8
2024-01-04 16:15:00,0.001,0.001,0.1193647484745347,0.0,0.0
2024-01-04 16:30:00,0.001,0.001,0.09102374237267351,0.0,0.0
2024-01-04 16:45:00,0.001,0.001,0.12249040903934016,0.0,1.2
2024-01-04 17:00:00,0.001,0.001,0.1298237423726735,0.0,2.4
2024-01-04 17:15:00,0.001,0.001,0.2904904090393402,0.0,0.0
2024-01-04 17:30:00,0.001,0.001,0.3470354928811619,0.0,0.0
2024-01-04 17:45:00,0.001,0.001,0.052,0.0,0.0
2024-01-04 18:00:00,0.001,0.001,0.052,0.0,0.0
2024-01-04 18:15:00,0.001,0.001,0.12533333333333335,0.0,0.0
2024-01-04 18:30:00,0.001,0.001,0.12866666666666665,0.0,1.6
2024-01-04 18:45:00,0.001,0.001,0.3453333333333333,0.0,0.2
2024-01-04 19:00:00,0.001,0.001,0.24400000000000002,0.0,0.0
2024-01-04 19:15:00,0.001,0.001,0.052,0.0,0.0
2024-01-04 19:30:00,0.001,0.001,0.052,0.0,1.6
2024-01-04 19:45:00,0.001,0.001,0.14,0.0,0.4
2024-01-04 20:00:00,0.001,0.001,0.16466666666666666,0.0,0.0
2024-01-04 20:15:00,0.001,0.001,0.3866666666666667,0.0,0.0
2024-01-04 20:30:00,0.001,0.001,0.152,0.0,2.2
2024-01-04 20:45:00,0.001,0.001,0.052,0.0,1.4
2024-01-04 21:00:00,0.001,0.001,0.052,0.0,0.0
2024-01-04 21:15:00,0.001,0.001,0.27566666666666667,0.0,0.0
2024-01-04 21:30:00,0.001,0.001,0.4736666666666667,0.0,0.0
2024-01-04 21:45:00,0.001,0.001,1.0261333333333333,0.0,0.0
2024-01-04 22:00:00,0.001,0.001,0.3420119043725257,0.0,0.0
2024-01-04 22:15:00,0.001,0.001,0.3255521973529143,0.0,0.0
2024-01-04 22:30:00,0.001,0.001,0.43463886401958096,0.0,0.0
2024-01-04 22:45:00,0.001,0.001,0.727032774075898,0.0,0.0
2024-01-04 23:00:00,0.001,0.001,0.5943515809608945,0.0,0.0
2024-01-04 23:15:00,0.001,0.001,0.5815237423726736,0.0,0.0
2024-01-04 23:30:00,0.001,0.001,0.33735158096089446,0.0,0.0
2024-01-04 23:45:00,0.001,0.001,0.24720927305892113,0.0,0.0
2024-01-05 00:00:00,0.001,0.001,0.3412051953189606,0.0,0.0
2024-01-05 00:15:00,0.001,0.001,1.0139855306862475,0.0,0.0
