,Occupancy,SoC_ref_EV,T_ref_WB,T_set_WB,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,P_use_WB,P_loss_WB,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-05-30 06:00:00,1.0,0.0,60.0,60.0,16.7,0.48197852845329553,21.999622098097216,13.593781327679324,9.176667,0.0,0.0,0,0,0,0.0
2024-05-30 06:15:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.921939598191592,13.65526168214162,9.176667,0.0,0.0,0,0,0,0.0
2024-05-30 06:30:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.84556915575931,13.715221227701687,9.176667,0.0,0.0,0,0,0,0.0
2024-05-30 06:45:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.77048427492069,13.773691930039611,9.176667,0.0,0.0,0,0,0,0.0
2024-05-30 07:00:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.700519860942784,13.832533672905809,10.21667,0.0,0.0,0,0,0,0.0
2024-05-30 07:15:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.636172572666496,13.892054967019094,10.21667,0.0,0.0,0,0,0,0.0
2024-05-30 07:30:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.57298934927515,13.950204644395315,10.21667,0.0,0.0,0,0,0,0.0
2024-05-30 07:45:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.510946482652958,14.007011356039474,10.21667,0.0,0.0,0,0,0,0.0
2024-05-30 08:00:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.460301630957662,14.065730176968291,12.04667,0.0,0.0,0,0,0,0.0
2024-05-30 08:15:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.422401835533776,14.126923439180677,12.04667,0.0,0.0,0,0,0,0.0
2024-05-30 08:30:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.38542253592533,14.186968637975507,12.04667,0.0,0.0,0,0,0,0.0
2024-05-30 08:45:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.34934441455479,14.245889255233847,12.04667,0.0,0.0,0,0,0,0.0
2024-05-30 09:00:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.30820237671911,14.306483503947156,13.64333,0.0,0.0,0,0,0,0.0
2024-05-30 09:15:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.26124337420935,14.369044072257935,13.64333,0.0,0.0,0,0,0,0.0
2024-05-30 09:30:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.215305732887096,14.430354750053665,13.64333,0.0,0.0,0,0,0,0.0
2024-05-30 09:45:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.170368233859676,14.49044128023141,13.64333,0.0,0.0,0,0,0,0.0
2024-05-30 10:00:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.125812757023695,14.55298975347484,15.73833,0.0,0.0,0,0,0,0.0
2024-05-30 10:15:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.08158722186735,14.61847425599085,15.73833,0.0,0.0,0,0,0,0.0
2024-05-30 10:30:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.038382597468786,14.682696163260605,15.73833,0.0,0.0,0,0,0,0.0
2024-05-30 10:45:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.214439059066788,14.745999454362362,15.73833,0.0,0.0,0,0,0,0.0
2024-05-30 11:00:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,22.004635716903433,14.815889054842364,16.86167,0.0,0.0,0,0,0,0.0
2024-05-30 11:15:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.99020373606727,14.89060189062812,16.86167,0.0,0.0,0,0,0,0.0
2024-05-30 11:30:00,3.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.940468542410787,14.963907603285463,16.86167,0.0,0.0,0,0,0,0.0
2024-05-30 11:45:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.891878417820724,15.035797810783103,16.86167,0.0,0.0,0,0,0,0.0
2024-05-30 12:00:00,1.0,0.0,60.0,60.0,21.5,0.48197852845329553,21.84491313537797,15.106600116338768,17.03167,0.0,0.0,0,0,0,0.0
2024-05-30 12:15:00,3.0,0.0,59.7056,60.0,21.5,0.48197852845329553,21.799618129356915,15.176386706231158,17.03167,0.770224,0.0,0,0,0,0.0
2024-05-30 12:30:00,3.0,0.0,59.17199999999999,60.0,21.5,0.48197852845329553,21.75539315251966,15.244844782919383,17.03167,0.0,0.0,0,0,0,0.0
2024-05-30 12:45:00,3.0,0.0,59.17199999999999,60.0,21.5,0.48197852845329553,21.712215803557147,15.312001564115013,17.03167,0.0,0.0,0,0,0,0.0
2024-05-30 13:00:00,3.0,0.0,59.17199999999999,60.0,21.5,0.48197852845329553,21.665397290972734,15.379896088598448,18.19,0.0,0.0,0,0,0,0.0
2024-05-30 13:15:00,3.0,0.0,59.17199999999999,60.0,21.5,0.48197852845329553,21.614337580678992,15.44874580793982,18.19,0.0,0.0,0,0,0,0.0
2024-05-30 13:30:00,2.0,0.0,59.17199999999999,60.0,19.1,0.48197852845329553,21.564395845510717,15.516225737713947,18.19,0.0,0.0,0,0,0,0.0
2024-05-30 13:45:00,2.0,0.0,59.17199999999999,60.0,15.5,0.48197852845329553,21.515548844422177,15.582364077632247,18.19,0.0,0.0,0,0,0,0.0
2024-05-30 14:00:00,3.0,0.0,58.87474209268989,60.0,16.7,0.48197852845329553,21.473315370018042,15.648019263840245,18.65667,1.7971893333333335,0.0,0,0,0,0.0
2024-05-30 14:15:00,3.0,0.0,60.708705207835585,60.0,21.5,0.48197852845329553,21.438400167047526,15.713393199223729,18.65667,0.0,0.0,0,0,0,0.0
2024-05-30 14:30:00,3.0,0.0,59.762977926421335,60.0,21.5,0.48197852845329553,21.40441384796545,15.77759233749592,18.65667,3.594378666666667,0.0,0,0,0,0.0
2024-05-30 14:45:00,1.0,0.0,57.286871667462876,60.0,21.5,0.48197852845329553,21.371336772931297,15.840640586320516,18.65667,4.6213440000000015,0.0,0,0,0,0.0
2024-05-30 15:00:00,1.0,0.0,57.88070750119433,60.0,21.5,0.48197852845329553,21.331698269397705,15.90224109825789,18.485,0.2567413333333333,0.0,0,0,0,0.0
2024-05-30 15:15:00,1.0,0.0,58.25374333492578,60.0,21.5,0.48197852845329553,21.28451180724282,15.962281177276038,18.485,5.134826666666667,0.0,0,0,0,0.0
2024-05-30 15:30:00,1.0,0.7694444444444448,56.95237916865724,60.0,21.5,0.48197852845329553,21.238326279453208,16.021102063815327,18.485,2.053930666666667,0.0,1,0,1,0.7419444444444445
2024-05-30 15:45:00,1.0,0.8000000000000007,59.496615002388694,60.0,21.5,0.48197852845329553,21.193120942736265,16.0787289117218,18.485,0.2567413333333333,0.0,0,0,1,0.0
2024-05-30 16:00:00,1.0,0.8000000000000007,60.84863411371213,60.0,21.5,0.48197852845329553,21.150337682282228,16.13476199762495,18.24,1.7971893333333335,0.0,0,0,1,0.0
2024-05-30 16:15:00,1.0,0.8000000000000007,57.81364128045842,60.0,21.5,0.48197852845329553,21.110140436398396,16.189191233105937,18.24,3.0808960000000005,0.0,0,0,1,0.0
2024-05-30 16:30:00,3.0,0.8000000000000007,58.92847472527444,60.0,21.5,0.48197852845329553,21.07082536383199,16.242539138651214,18.24,3.594378666666667,0.0,0,0,1,0.0
2024-05-30 16:45:00,3.0,0.8000000000000007,58.9703105590059,60.0,21.5,0.48197852845329553,21.032374121422553,16.294827972043528,18.24,0.0,0.0,0,0,1,0.0
2024-05-30 17:00:00,3.0,0.8000000000000007,61.07733397037711,60.0,21.5,0.48197852845329553,21.213573431765802,16.347121661445478,18.65333,0.2567413333333333,0.0,0,0,1,0.0
2024-05-30 17:15:00,3.0,0.8000000000000007,59.05667654085009,60.0,21.5,0.48197852845329553,22.00943110846317,16.405054774985953,18.65333,3.337637333333334,0.0,0,0,1,0.0
2024-05-30 17:30:00,3.0,0.8000000000000007,60.72503965599579,60.0,21.5,0.48197852845329553,22.00054314657,16.46578499146257,18.65333,0.0,0.0,0,0,1,0.0
2024-05-30 17:45:00,3.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.956172106936545,16.525341513206783,18.65333,0.0,0.0,0,0,1,0.0
2024-05-30 18:00:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.908759537290177,16.57913468406679,16.04167,0.0,0.0,0,0,1,0.0
2024-05-30 18:15:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.85770968529969,16.6265660753977,16.04167,0.0,0.0,0,0,1,0.0
2024-05-30 18:30:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.807585232264895,16.672906559526844,16.04167,0.0,0.0,0,0,1,0.0
2024-05-30 18:45:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.75836732631198,16.718178919842956,16.04167,0.0,0.0,0,0,1,0.0
2024-05-30 19:00:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.70915183355776,16.761339569102528,15.43333,0.0,0.0,0,0,1,0.0
2024-05-30 19:15:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.659792871111907,16.80226591143314,15.43333,0.0,0.0,0,0,1,0.0
2024-05-30 19:30:00,3.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.61128431585348,16.8422017033262,15.43333,0.0,0.0,0,0,1,0.0
2024-05-30 19:45:00,3.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.563608951027163,16.881167726286275,15.43333,0.0,0.0,0,0,1,0.0
2024-05-30 20:00:00,3.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.516370066298638,16.917528346467442,14.48667,0.0,0.0,0,0,1,0.0
2024-05-30 20:15:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.46948142781817,16.95109186753207,14.48667,0.0,0.0,0,0,1,0.0
2024-05-30 20:30:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.42335287518461,16.98378358981029,14.48667,0.0,0.0,0,0,1,0.0
2024-05-30 20:45:00,1.0,0.8000000000000007,61.12637744863793,60.0,21.5,0.48197852845329553,21.377969141957486,17.015621911295057,14.48667,0.0,0.0,0,0,1,0.0
2024-05-30 21:00:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,21.33268779785936,17.043633717482727,12.77667,0.0,0.0,0,0,1,0.0
2024-05-30 21:15:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,21.287375849288296,17.067455153427925,12.77667,0.0,0.0,0,0,1,0.0
2024-05-30 21:30:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,21.242721021175075,17.090546222848893,12.77667,0.0,0.0,0,0,1,0.0
2024-05-30 21:45:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,21.19871032484679,17.11292252772441,12.77667,0.0,0.0,0,0,1,0.0
2024-05-30 22:00:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,21.15447299325768,17.130509122945764,10.43833,0.0,0.0,0,0,1,0.0
2024-05-30 22:15:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,21.10983472906144,17.142799289617482,10.43833,0.0,0.0,0,0,1,0.0
2024-05-30 22:30:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,21.065743370377263,17.154515434960118,10.43833,0.0,0.0,0,0,1,0.0
2024-05-30 22:45:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,21.02218841120131,17.16567010358061,10.43833,0.0,0.0,0,0,1,0.0
2024-05-30 23:00:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,20.979095345358044,17.175969469409857,10.26333,0.0,0.0,0,0,1,0.0
2024-05-30 23:15:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,20.936441981481593,17.185386518715514,10.26333,0.0,0.0,0,0,1,0.0
2024-05-30 23:30:00,2.0,0.8000000000000007,61.12637744863793,60.0,15.5,0.48197852845329553,20.89429029563985,17.194285355671276,10.26333,0.0,0.0,0,0,1,0.0
2024-05-30 23:45:00,1.0,0.8000000000000007,61.12637744863793,60.0,17.5,0.48197852845329553,20.913312004724773,17.202715303082737,10.26333,0.0,0.0,0,0,1,0.0
