,WasherDryer,BaseLoad,P_EV,P_HP
2024-01-01 17:30:00,0.001,0.038,0.0,0.4
2024-01-01 17:45:00,0.001,0.11033333333333334,0.0,2.0
2024-01-01 18:00:00,0.001,0.27266666666666667,0.0,0.0
2024-01-01 18:15:00,0.001,0.17733333333333334,0.0,0.0
2024-01-01 18:30:00,0.001,0.06534523770585907,0.0,0.0
2024-01-01 18:45:00,0.001,0.0695521973529143,0.0,0.0
2024-01-01 19:00:00,0.001,0.0695521973529143,0.0,0.0
2024-01-01 19:15:00,0.001,0.845818864019581,0.0,0.0
2024-01-01 19:30:00,0.001,0.315218864019581,0.0,0.0
2024-01-01 19:45:00,0.001,0.36620695964705524,0.0,0.0
2024-01-01 20:00:00,0.001,0.172,0.0,0.0
2024-01-01 20:15:00,0.001,0.20617377093996575,0.0,0.0
2024-01-01 20:30:00,0.001,0.2283759397255878,0.0,0.0
2024-01-01 20:45:00,0.001,0.2953759397255878,0.0,0.0
2024-01-01 21:00:00,0.001,0.25304260639225445,0.0,0.0
2024-01-01 21:15:00,0.001,0.3860655002550049,0.0,0.0
2024-01-01 21:30:00,0.001,0.16441966463271293,0.0,0.0
2024-01-01 21:45:00,0.001,0.038,0.0,0.0
2024-01-01 22:00:00,0.001,0.17233333333333334,0.0,0.0
2024-01-01 22:15:00,0.001,0.058666666666666666,0.0,0.0
2024-01-01 22:30:00,0.001,0.038,0.0,0.0
2024-01-01 22:45:00,0.001,0.228,0.0,0.0
2024-01-01 23:00:00,0.001,0.13933333333333334,0.0,0.0
2024-01-01 23:15:00,0.001,0.08966666666666666,0.0,0.0
2024-01-01 23:30:00,0.001,0.14133333333333334,0.0,0.0
2024-01-01 23:45:00,0.001,0.038,0.0,0.0
2024-01-02 00:00:00,0.001,0.038,0.0,1.4666666666666666
2024-01-02 00:15:00,0.001,0.17733333333333334,0.0,0.9333333333333333
2024-01-02 00:30:00,0.001,0.19,0.0,0.0
2024-01-02 00:45:00,0.001,0.162,0.0,0.0
2024-01-02 01:00:00,0.001,0.06899999999999999,0.0,0.0
2024-01-02 01:15:00,0.001,0.038,0.0,0.0
2024-01-02 01:30:00,0.001,0.038,0.0,0.0
2024-01-02 01:45:00,0.001,0.12666666666666668,0.0,0.0
2024-01-02 02:00:00,0.001,0.2693333333333333,0.0,0.0
2024-01-02 02:15:00,0.001,0.16433333333333333,0.0,0.0
2024-01-02 02:30:00,0.001,0.038,0.0,0.0
2024-01-02 02:45:00,0.001,0.038,0.0,0.0
2024-01-02 03:00:00,0.001,0.038,0.0,0.0
2024-01-02 03:15:00,0.001,0.07600000000000001,0.0,0.0
2024-01-02 03:30:00,0.001,0.3416666666666667,0.0,0.0
2024-01-02 03:45:00,0.001,0.14266666666666666,0.0,0.0
2024-01-02 04:00:00,0.001,0.038,0.0,0.0
2024-01-02 04:15:00,0.001,0.038,0.0,0.0
2024-01-02 04:30:00,0.001,0.038,0.0,0.0
2024-01-02 04:45:00,0.001,0.06899999999999999,0.0,0.0
2024-01-02 05:00:00,0.001,0.3393333333333333,0.0,0.0
2024-01-02 05:15:00,0.001,0.15200000000000002,0.0,0.0
2024-01-02 05:30:00,0.001,0.038,0.0,0.0
2024-01-02 05:45:00,0.001,0.038,0.0,0.0
2024-01-02 06:00:00,0.001,0.038,0.0,0.0
2024-01-02 06:15:00,0.001,0.14133333333333334,0.0,0.0
2024-01-02 06:30:00,0.001,0.7494000000000001,0.0,0.0
2024-01-02 06:45:00,0.001,0.7357333333333334,0.0,1.2
2024-01-02 07:00:00,0.001,0.038,0.0,1.2
2024-01-02 07:15:00,0.001,0.038,0.0,0.0
2024-01-02 07:30:00,0.001,0.06386666666666667,0.0,0.0
2024-01-02 07:45:00,0.001,0.18533333333333332,0.0,0.0
2024-01-02 08:00:00,0.001,0.12699999999999997,0.0,0.0
2024-01-02 08:15:00,0.001,0.241,0.0,0.0
2024-01-02 08:30:00,0.001,0.07286666666666666,0.0,0.0
2024-01-02 08:45:00,0.001,0.045799999999999993,0.0,0.0
2024-01-02 09:00:00,0.001,0.144,0.0,0.0
2024-01-02 09:15:00,0.001,0.5127999999999999,0.0,0.0
2024-01-02 09:30:00,0.001,0.20959999999999998,0.0,0.0
2024-01-02 09:45:00,0.001,0.23753333333333332,0.0,0.0
2024-01-02 10:00:00,0.001,0.114,0.0,0.0
2024-01-02 10:15:00,0.001,0.04833333333333333,0.0,0.0
2024-01-02 10:30:00,0.001,0.18266666666666667,0.0,0.0
2024-01-02 10:45:00,0.001,0.038,0.0,0.0
2024-01-02 11:00:00,0.001,0.038,0.0,0.0
2024-01-02 11:15:00,0.001,0.20266666666666666,0.0,0.0
2024-01-02 11:30:00,0.001,0.16466666666666668,0.0,0.0
2024-01-02 11:45:00,0.001,0.12066666666666667,0.0,0.0
2024-01-02 12:00:00,0.001,0.11033333333333334,0.0,0.0
2024-01-02 12:15:00,0.001,0.30466666666666664,0.0,0.0
2024-01-02 12:30:00,0.001,2.049035492881162,0.0,0.0
2024-01-02 12:45:00,0.001,0.5638237423726735,0.0,0.0
2024-01-02 13:00:00,0.001,0.22715707570600685,0.0,0.0
2024-01-02 13:15:00,0.001,0.2048237423726735,0.0,0.0
2024-01-02 13:30:00,0.001,0.04115299796604626,0.0,0.0
2024-01-02 13:45:00,0.001,0.05570983231635647,0.0,0.0
2024-01-02 14:00:00,0.001,0.8602953537648107,0.0,0.0
2024-01-02 14:15:00,0.001,0.2657092730589211,0.0,0.6666666666666666
2024-01-02 14:30:00,0.31741391442306527,0.4777092730589211,0.0,1.7333333333333334
2024-01-02 14:45:00,0.7920347860576631,0.3360426063922545,0.0,0.0
2024-01-02 15:00:00,0.7920347860576631,0.6793550607844221,0.0,0.0
2024-01-02 15:15:00,0.7920347860576631,0.0628237423726735,0.0,0.0
2024-01-02 15:30:00,0.7920347860576631,0.0628237423726735,0.0,0.0
2024-01-02 15:45:00,0.7920347860576631,0.07549040903934018,0.0,0.0
2024-01-02 16:00:00,0.7920347860576631,0.39229040903934015,0.0,0.0
2024-01-02 16:15:00,0.7920347860576631,0.14488249491511565,0.0,0.0
2024-01-02 16:30:00,0.7920347860576631,0.038,0.0,0.0
2024-01-02 16:45:00,0.7920347860576631,0.038,0.0,0.0
2024-01-02 17:00:00,0.7920347860576631,0.038,0.0,0.0
2024-01-02 17:15:00,0.7920347860576631,0.1,0.0,0.0
2024-01-02 17:30:00,0.7920347860576631,0.28300000000000003,0.0,0.0
2024-01-02 17:45:00,0.7392991336538189,0.17733333333333334,0.0,0.0
2024-01-02 18:00:00,0.001,0.038,0.0,0.0
2024-01-02 18:15:00,0.001,0.038,0.0,0.0
2024-01-02 18:30:00,0.001,0.15548754560783237,0.0,0.0
2024-01-02 18:45:00,0.001,0.32488553068624765,0.0,0.0
2024-01-02 19:00:00,0.001,0.31255219735291434,0.0,0.0
2024-01-02 19:15:00,0.001,0.3805521973529143,0.0,0.0
2024-01-02 19:30:00,0.001,0.20158769023407624,0.0,0.0
2024-01-02 19:45:00,0.001,0.09926550025500494,0.0,0.0
2024-01-02 20:00:00,0.001,0.14989040903934017,0.0,0.0
2024-01-02 20:15:00,0.001,0.2871570757060068,0.0,0.0
2024-01-02 20:30:00,0.001,0.24790842454899809,0.0,0.0
2024-01-02 20:45:00,0.001,0.3935521973529143,0.0,0.0
2024-01-02 21:00:00,0.001,0.25421886401958094,0.0,0.0
2024-01-02 21:15:00,0.001,0.08805027916078233,0.0,0.0
2024-01-02 21:30:00,0.001,0.3000724599020602,0.0,0.0
2024-01-02 21:45:00,0.001,0.6205550607844221,0.0,0.0
2024-01-02 22:00:00,0.001,0.20237593972558782,0.0,0.0
2024-01-02 22:15:00,0.001,0.39237593972558776,0.0,0.9333333333333333
2024-01-02 22:30:00,0.001,0.7035092730589212,0.0,0.26666666666666666
2024-01-02 22:45:00,0.001,0.23188553068624762,0.0,0.0
2024-01-02 23:00:00,0.001,0.3073718619856272,0.0,0.0
2024-01-02 23:15:00,0.001,0.18554810113736683,0.0,0.0
2024-01-02 23:30:00,0.001,0.20237593972558782,0.0,0.0
2024-01-02 23:45:00,0.001,0.2529759397255878,0.0,0.0
2024-01-03 00:00:00,0.001,0.23337593972558776,0.0,0.0
2024-01-03 00:15:00,0.001,0.1816379214980675,0.0,0.0
2024-01-03 00:30:00,0.001,0.08774725262744382,0.0,0.0
2024-01-03 00:45:00,0.001,0.0695521973529143,0.0,0.0
2024-01-03 01:00:00,0.001,0.0695521973529143,0.0,0.0
2024-01-03 01:15:00,0.001,0.15821886401958096,0.0,0.0
2024-01-03 01:30:00,0.001,0.6903521973529142,0.0,0.0
2024-01-03 01:45:00,0.001,0.2075252072746164,0.0,0.0
2024-01-03 02:00:00,0.001,0.44962374237267344,0.0,0.0
2024-01-03 02:15:00,0.001,0.5828904090393401,0.0,0.0
2024-01-03 02:30:00,0.001,0.0498237423726735,0.0,0.0
2024-01-03 02:45:00,0.001,0.08624724338965037,0.0,0.0
2024-01-03 03:00:00,0.001,0.3313333333333333,0.0,0.0
2024-01-03 03:15:00,0.001,0.153,0.0,0.0
2024-01-03 03:30:00,0.001,0.038,0.0,0.0
2024-01-03 03:45:00,0.001,0.038,0.0,0.0
2024-01-03 04:00:00,0.001,0.038,0.0,0.0
2024-01-03 04:15:00,0.001,0.058666666666666666,0.0,1.2
2024-01-03 04:30:00,0.001,0.3496666666666667,0.0,0.8
2024-01-03 04:45:00,0.001,0.15200000000000002,0.0,0.0
2024-01-03 05:00:00,0.001,0.038,0.0,0.0
2024-01-03 05:15:00,0.001,0.038,0.0,0.0
2024-01-03 05:30:00,0.001,0.038,0.0,0.0
2024-01-03 05:45:00,0.001,0.131,0.0,0.0
2024-01-03 06:00:00,0.001,0.22666666666666666,0.0,0.0
2024-01-03 06:15:00,0.001,0.20266666666666666,0.0,0.0
2024-01-03 06:30:00,0.001,0.038,0.0,0.0
2024-01-03 06:45:00,0.001,0.038,0.0,0.0
2024-01-03 07:00:00,0.001,0.04833333333333333,0.0,0.0
2024-01-03 07:15:00,0.001,0.18266666666666667,0.0,0.0
2024-01-03 07:30:00,0.001,0.1350347982352762,0.0,0.0
2024-01-03 07:45:00,0.001,0.2595521973529143,0.0,0.0
2024-01-03 08:00:00,0.001,0.09488553068624764,0.0,0.0
2024-01-03 08:15:00,0.001,0.0695521973529143,0.0,0.0
2024-01-03 08:30:00,0.001,0.1459084245489981,0.0,0.0
2024-01-03 08:45:00,0.001,0.11033333333333334,0.0,0.0
2024-01-03 09:00:00,0.001,0.06333333333333332,0.0,0.0
2024-01-03 09:15:00,0.001,0.228,0.0,1.6
2024-01-03 09:30:00,0.001,0.114,0.0,0.8
2024-01-03 09:45:00,0.001,0.038,0.0,0.0
2024-01-03 10:00:00,0.3701495668269094,0.5928000000000001,0.0,0.0
2024-01-03 10:15:00,0.7920347860576631,0.7046666666666666,0.0,0.0
2024-01-03 10:30:00,0.7920347860576631,1.6423333333333332,0.0,0.0
2024-01-03 10:45:00,0.7920347860576631,0.21566666666666665,0.0,0.0
2024-01-03 11:00:00,0.7920347860576631,0.17766666666666667,0.0,0.0
2024-01-03 11:15:00,0.7920347860576631,0.12543681315686095,0.0,0.0
2024-01-03 11:30:00,0.7920347860576631,0.2535388640195809,0.0,0.0
2024-01-03 11:45:00,0.7920347860576631,0.0721521973529143,0.0,0.0
2024-01-03 12:00:00,0.7920347860576631,0.0695521973529143,0.0,0.0
2024-01-03 12:15:00,0.7920347860576631,0.18355219735291428,0.0,0.0
2024-01-03 12:30:00,0.7920347860576631,0.24478205086272,0.0,0.0
2024-01-03 12:45:00,0.7920347860576631,0.20370146490194288,0.0,0.0
2024-01-03 13:00:00,0.001,0.07988553068624764,0.0,0.0
2024-01-03 13:15:00,0.001,0.8351994407425648,0.0,0.0
2024-01-03 13:30:00,0.001,2.290495939725588,0.0,0.0
2024-01-03 13:45:00,0.001,0.2665759397255878,0.0,0.0
2024-01-03 14:00:00,0.001,0.4379272221962011,0.0,0.0
2024-01-03 14:15:00,0.001,0.31245899389813875,0.0,0.0
2024-01-03 14:30:00,0.001,0.38206666666666667,0.0,0.0
2024-01-03 14:45:00,0.001,0.20846666666666666,0.0,0.0
2024-01-03 15:00:00,0.001,0.1694,0.0,0.0
2024-01-03 15:15:00,0.001,0.1716666666666667,0.0,0.0
2024-01-03 15:30:00,0.001,0.49460000000000004,0.0,0.0
2024-01-03 15:45:00,0.001,0.2813333333333333,0.0,0.0
2024-01-03 16:00:00,0.001,0.26032,0.0,0.0
2024-01-03 16:15:00,0.001,0.172,0.0,0.0
2024-01-03 16:30:00,0.001,0.08986666666666666,0.0,0.0
2024-01-03 16:45:00,0.001,0.11701190437252573,0.0,0.6666666666666666
2024-01-03 17:00:00,0.001,0.32488553068624765,0.0,1.7333333333333334
2024-01-03 17:15:00,0.001,0.6104188640195809,0.0,0.0
2024-01-03 17:30:00,0.001,0.7488855306862476,0.0,0.0
2024-01-03 17:45:00,0.001,0.34067161139213714,0.0,0.0
2024-01-03 18:00:00,0.001,0.12239333333333333,0.0,0.0
2024-01-03 18:15:00,0.001,0.8443208789411657,0.0,0.0
2024-01-03 18:30:00,0.001,2.4731661074092317,0.0,0.0
2024-01-03 18:45:00,0.001,1.061409273058921,0.0,0.0
2024-01-03 19:00:00,0.001,0.3380759397255878,0.0,0.0
2024-01-03 19:15:00,0.001,0.33000927305892114,0.0,0.0
2024-01-03 19:30:00,0.001,0.3752023134118659,0.0,0.0
2024-01-03 19:45:00,0.001,0.45174260639225444,0.0,0.0
2024-01-03 20:00:00,0.001,0.3863778579177197,0.0,0.0
2024-01-03 20:15:00,0.001,0.5162521973529143,0.0,0.0
2024-01-03 20:30:00,0.001,0.38480135893469664,0.0,0.0
2024-01-03 20:45:00,0.001,0.33176550025500495,0.0,0.0
2024-01-03 21:00:00,0.001,0.4201904090393402,0.0,0.0
2024-01-03 21:15:00,0.001,0.3478570757060068,0.0,0.0
2024-01-03 21:30:00,0.001,0.2339237423726735,0.0,0.0
2024-01-03 21:45:00,0.001,0.3652764989830231,0.0,0.0
2024-01-03 22:00:00,0.001,0.2750333333333333,0.0,0.0
2024-01-03 22:15:00,0.001,0.2047,0.0,0.0
2024-01-03 22:30:00,0.001,0.21628,0.0,0.0
2024-01-03 22:45:00,0.001,0.038,0.0,0.0
2024-01-03 23:00:00,0.001,0.06324175788233145,0.0,0.0
2024-01-03 23:15:00,0.001,0.3056855306862476,0.0,0.0
2024-01-03 23:30:00,0.001,0.34255219735291426,0.0,0.0
2024-01-03 23:45:00,0.001,0.2938855306862476,0.0,0.0
2024-01-04 00:00:00,0.001,0.24221886401958095,0.0,0.0
2024-01-04 00:15:00,0.001,0.1716208789411657,0.0,0.0
2024-01-04 00:30:00,0.001,0.0864,0.0,0.0
2024-01-04 00:45:00,0.001,0.13218441310724763,0.0,0.0
2024-01-04 01:00:00,0.001,0.2604904090393402,0.0,0.0
2024-01-04 01:15:00,0.001,0.1968237423726735,0.0,0.0
2024-01-04 01:30:00,0.001,0.0498237423726735,0.0,0.0
2024-01-04 01:45:00,0.001,0.0498237423726735,0.0,0.0
2024-01-04 02:00:00,0.001,0.0498237423726735,0.0,0.0
2024-01-04 02:15:00,0.001,0.07915299796604627,0.0,0.0
2024-01-04 02:30:00,0.001,0.321,0.0,0.0
2024-01-04 02:45:00,0.001,0.16333333333333336,0.0,0.0
2024-01-04 03:00:00,0.001,0.038,0.0,0.0
2024-01-04 03:15:00,0.001,0.038,0.0,0.0
2024-01-04 03:30:00,0.001,0.038,0.0,0.0
2024-01-04 03:45:00,0.001,0.04833333333333333,0.0,0.0
2024-01-04 04:00:00,0.001,0.36000000000000004,0.0,0.13333333333333333
2024-01-04 04:15:00,0.001,0.15200000000000002,0.0,1.3333333333333333
2024-01-04 04:30:00,0.001,0.43779999999999997,0.0,0.5333333333333333
2024-01-04 04:45:00,0.001,0.038,0.0,0.0
2024-01-04 05:00:00,0.001,0.038,0.0,0.0
2024-01-04 05:15:00,0.001,0.12066666666666667,0.0,0.0
2024-01-04 05:30:00,0.001,0.23700000000000002,0.0,0.0
2024-01-04 05:45:00,0.001,0.20266666666666666,0.0,0.0
2024-01-04 06:00:00,0.001,0.038,0.0,0.0
2024-01-04 06:15:00,0.001,0.7043333333333333,0.0,0.0
2024-01-04 06:30:00,0.001,0.038,0.0,0.0
2024-01-04 06:45:00,0.001,0.193,0.0,1.6
2024-01-04 07:00:00,0.001,0.114,0.0,0.8
2024-01-04 07:15:00,0.001,0.228,0.0,0.0
2024-01-04 07:30:00,0.001,0.06333333333333332,0.0,0.0
2024-01-04 07:45:00,0.001,0.07346666666666665,0.0,0.0
2024-01-04 08:00:00,0.001,0.24433333333333335,0.0,0.0
2024-01-04 08:15:00,0.001,0.25466666666666665,0.0,0.0
2024-01-04 08:30:00,0.001,0.18780000000000002,0.0,0.0
2024-01-04 08:45:00,0.001,0.349,0.0,0.0
2024-01-04 09:00:00,0.001,0.235,0.0,0.0
2024-01-04 09:15:00,0.001,0.11866666666666667,0.0,0.0
2024-01-04 09:30:00,0.001,0.18266666666666667,0.0,0.0
2024-01-04 09:45:00,0.001,0.04833333333333333,0.0,0.0
2024-01-04 10:00:00,0.001,0.038,0.0,0.0
2024-01-04 10:15:00,0.001,0.20266666666666666,0.0,0.0
2024-01-04 10:30:00,0.001,0.16466666666666668,0.0,0.0
2024-01-04 10:45:00,0.001,0.1,0.0,0.0
2024-01-04 11:00:00,0.001,0.131,0.0,0.0
2024-01-04 11:15:00,0.001,0.038,0.0,0.0
2024-01-04 11:30:00,0.001,0.071916945827449,0.0,0.0
2024-01-04 11:45:00,0.001,0.19537593972558778,0.0,0.0
2024-01-04 12:00:00,0.001,0.2621759397255878,0.0,0.0
2024-01-04 12:15:00,0.001,0.22870927305892114,0.0,0.0
2024-01-04 12:30:00,0.001,0.11504260639225448,0.0,0.0
2024-01-04 12:45:00,0.001,0.06913418184325636,0.0,0.0
2024-01-04 13:00:00,0.001,0.059435492881161935,0.0,0.0
2024-01-04 13:15:00,0.001,0.11315707570600683,0.0,1.0666666666666667
2024-01-04 13:30:00,0.001,0.3963570757060068,0.0,1.3333333333333333
2024-01-04 13:45:00,0.001,0.31215707570600687,0.0,0.0
2024-01-04 14:00:00,0.05373565240384421,0.1708237423726735,0.0,0.0
2024-01-04 14:15:00,0.7920347860576631,0.1708237423726735,0.0,0.0
2024-01-04 14:30:00,0.7920347860576631,0.1613647484745347,0.0,0.0
2024-01-04 14:45:00,0.7920347860576631,0.12326666666666666,0.0,0.0
2024-01-04 15:00:00,0.7920347860576631,0.35200000000000004,0.0,0.0
2024-01-04 15:15:00,0.7920347860576631,0.20667074440662725,0.0,0.0
2024-01-04 15:30:00,0.7920347860576631,0.1708237423726735,0.0,0.0
2024-01-04 15:45:00,0.7920347860576631,0.1708237423726735,0.0,0.0
2024-01-04 16:00:00,0.7920347860576631,0.22606810113736683,0.0,0.0
2024-01-04 16:15:00,0.7920347860576631,1.3419683609686504,0.0,0.0
2024-01-04 16:30:00,0.7920347860576631,0.483918864019581,0.0,0.0
2024-01-04 16:45:00,0.7920347860576631,0.8906521973529142,14.0,0.0
2024-01-04 17:00:00,0.7920347860576631,0.2173855306862476,7.0,0.0
2024-01-04 17:15:00,0.7920347860576631,0.2173855306862476,0.0,0.0
2024-01-04 17:30:00,0.7920347860576631,0.22613469226802996,0.0,0.0
2024-01-04 17:45:00,0.7920347860576631,0.45667593972558784,0.0,0.0
2024-01-04 18:00:00,0.7920347860576631,0.4920092730589211,0.0,0.0
2024-01-04 18:15:00,0.7920347860576631,0.7267959397255876,0.0,0.0
2024-01-04 18:30:00,0.7920347860576631,0.3380759397255878,0.0,0.0
2024-01-04 18:45:00,0.7920347860576631,0.3345267781438055,0.0,0.0
2024-01-04 19:00:00,0.7920347860576631,0.3702521973529143,0.0,0.0
2024-01-04 19:15:00,0.7920347860576631,0.4719229417595416,0.0,0.0
2024-01-04 19:30:00,0.4756208716345978,0.9348092730589211,0.0,0.0
2024-01-04 19:45:00,0.001,0.5410759397255878,0.0,0.26666666666666666
2024-01-04 20:00:00,0.001,0.29194260639225444,0.0,2.0
2024-01-04 20:15:00,0.001,0.2170759397255878,0.0,0.13333333333333333
2024-01-04 20:30:00,0.001,0.43018960842620824,0.0,0.0
2024-01-04 20:45:00,0.001,0.9109855306862477,0.0,0.0
2024-01-04 21:00:00,0.001,0.2989069596470552,0.0,0.0
2024-01-04 21:15:00,0.001,0.49179424542360406,0.0,0.0
2024-01-04 21:30:00,0.001,0.4078570757060068,0.0,0.0
2024-01-04 21:45:00,0.001,0.3524321669216716,0.0,0.0
2024-01-04 22:00:00,0.001,0.8722092730589212,0.0,0.0
2024-01-04 22:15:00,0.001,0.3380759397255878,0.0,0.0
2024-01-04 22:30:00,0.001,0.3380759397255878,0.0,0.0
2024-01-04 22:45:00,0.001,0.4774092730589211,0.0,0.0
2024-01-04 23:00:00,0.001,0.4900759397255878,0.0,0.0
2024-01-04 23:15:00,0.001,0.43107593972558783,0.0,0.0
2024-01-04 23:30:00,0.001,0.3839426063922545,0.0,0.0
2024-01-04 23:45:00,0.001,0.2170759397255878,0.0,0.0
2024-01-05 00:00:00,0.001,0.2170759397255878,0.0,0.0
2024-01-05 00:15:00,0.001,0.2986483609686504,0.0,0.0
2024-01-05 00:30:00,0.001,0.40558553068624764,0.0,0.0
2024-01-05 00:45:00,0.001,0.36258553068624766,0.0,0.0
2024-01-05 01:00:00,0.001,0.2052521973529143,0.0,0.0
2024-01-05 01:15:00,0.001,0.20104523770585908,0.0,0.0
2024-01-05 01:30:00,0.001,0.21403333333333333,0.0,0.0
2024-01-05 01:45:00,0.001,0.33269999999999994,0.0,0.0
2024-01-05 02:00:00,0.001,0.5673666666666667,0.0,0.0
2024-01-05 02:15:00,0.001,0.4303666666666667,0.0,0.0
2024-01-05 02:30:00,0.001,0.8277666666666667,0.0,0.0
2024-01-05 02:45:00,0.001,0.5734999999999999,0.0,0.0
2024-01-05 03:00:00,0.001,0.1737,0.0,0.0
2024-01-05 03:15:00,0.001,0.1737,0.0,0.0
2024-01-05 03:30:00,0.001,0.5060333333333333,0.0,0.0
2024-01-05 03:45:00,0.001,0.2877,0.0,0.0
2024-01-05 04:00:00,0.001,0.13751333333333332,0.0,0.0
2024-01-05 04:15:00,0.001,0.038,0.0,0.8
2024-01-05 04:30:00,0.001,0.038,0.0,0.0
2024-01-05 04:45:00,0.001,0.11033333333333334,0.0,0.0
2024-01-05 05:00:00,0.001,0.24733333333333332,0.0,0.0
2024-01-05 05:15:00,0.001,0.20266666666666666,0.0,0.0
2024-01-05 05:30:00,0.001,0.038,0.0,0.4
2024-01-05 05:45:00,0.001,0.038,0.0,1.7333333333333334
2024-01-05 06:00:00,0.001,0.038,0.0,1.0666666666666667
2024-01-05 06:15:00,0.001,0.18266666666666667,0.0,0.0
2024-01-05 06:30:00,0.001,0.12433333333333334,0.0,0.0
2024-01-05 06:45:00,0.001,0.228,0.0,0.0
2024-01-05 07:00:00,0.001,0.06333333333333332,0.0,0.0
2024-01-05 07:15:00,0.001,0.038,0.0,0.0
2024-01-05 07:30:00,0.001,0.1,0.0,0.0
2024-01-05 07:45:00,0.001,0.131,0.0,0.0
