,TumbleDryer,BaseLoad,P_EV,P_HP
2024-01-03 07:45:00,0.001,0.30366666666666664,0.0,0.0
2024-01-03 08:00:00,0.001,0.16,0.0,3.2
2024-01-03 08:15:00,0.001,0.046,0.0,0.26666666666666666
2024-01-03 08:30:00,0.001,0.046,0.0,0.0
2024-01-03 08:45:00,0.001,0.046,0.0,0.0
2024-01-03 09:00:00,0.001,0.1304,0.0,0.0
2024-01-03 09:15:00,0.001,0.3373333333333334,0.0,0.0
2024-01-03 09:30:00,0.001,0.173,0.0,0.0
2024-01-03 09:45:00,0.001,0.0564,0.0,0.0
2024-01-03 10:00:00,0.001,0.046,0.0,0.0
2024-01-03 10:15:00,0.001,0.046,0.0,0.0
2024-01-03 10:30:00,0.001,0.10800000000000001,0.0,0.0
2024-01-03 10:45:00,0.001,0.345,0.0,0.0
2024-01-03 11:00:00,0.001,0.16,5.133333333333334,0.0
2024-01-03 11:15:00,0.001,0.046,1.4666666666666666,0.0
2024-01-03 11:30:00,0.001,0.4458,0.0,0.0
2024-01-03 11:45:00,0.001,0.046,0.0,0.0
2024-01-03 12:00:00,0.001,0.08733333333333333,0.0,0.0
2024-01-03 12:15:00,0.001,0.3656666666666667,0.0,0.0
2024-01-03 12:30:00,0.001,0.16,0.0,0.0
2024-01-03 12:45:00,0.001,0.046,0.0,0.0
2024-01-03 13:00:00,0.001,0.046,0.0,0.0
2024-01-03 13:15:00,0.001,0.046,0.0,0.0
2024-01-03 13:30:00,0.001,0.06666666666666667,0.0,0.0
2024-01-03 13:45:00,0.001,0.3656666666666667,0.0,0.0
2024-01-03 14:00:00,0.001,0.18066666666666667,0.0,0.0
2024-01-03 14:15:00,0.001,0.046,0.0,1.0666666666666667
2024-01-03 14:30:00,0.001,0.046,0.0,1.8666666666666667
2024-01-03 14:45:00,0.001,0.046,0.0,0.0
2024-01-03 15:00:00,0.001,0.046,0.0,0.0
2024-01-03 15:15:00,0.001,0.3656666666666667,0.0,0.0
2024-01-03 15:30:00,0.001,0.20133333333333334,0.0,0.0
2024-01-03 15:45:00,0.001,0.046,0.0,0.0
2024-01-03 16:00:00,0.001,0.046,0.0,0.0
2024-01-03 16:15:00,0.001,0.046,0.0,0.0
2024-01-03 16:30:00,0.001,0.046,0.0,0.0
2024-01-03 16:45:00,0.001,0.345,0.0,0.0
2024-01-03 17:00:00,0.001,0.222,0.0,0.0
2024-01-03 17:15:00,0.001,0.046,0.0,0.0
2024-01-03 17:30:00,0.001,0.046,0.0,0.0
2024-01-03 17:45:00,0.001,0.046,0.0,0.0
2024-01-03 18:00:00,0.001,0.046,0.0,0.0
2024-01-03 18:15:00,0.001,0.32433333333333336,0.0,0.0
2024-01-03 18:30:00,0.001,0.24266666666666667,0.0,0.0
2024-01-03 18:45:00,0.001,0.046,0.0,0.0
2024-01-03 19:00:00,0.001,0.046,0.0,0.0
2024-01-03 19:15:00,0.001,0.046,0.0,0.0
2024-01-03 19:30:00,0.001,0.046,0.0,0.0
2024-01-03 19:45:00,0.001,0.30366666666666664,0.0,0.0
2024-01-03 20:00:00,0.001,0.26333333333333336,0.0,0.0
2024-01-03 20:15:00,0.001,0.13753131841174857,0.0,0.0
2024-01-03 20:30:00,0.001,0.1985521973529143,0.0,2.933333333333333
2024-01-03 20:45:00,0.001,0.1985521973529143,0.0,0.0
2024-01-03 21:00:00,0.001,0.27092553068624764,0.0,0.0
2024-01-03 21:15:00,0.001,0.9588601114771388,0.0,0.0
2024-01-03 21:30:00,0.001,0.45045506078442205,0.0,0.0
2024-01-03 21:45:00,0.001,0.2124550607844221,0.0,0.0
2024-01-03 22:00:00,0.001,0.33800927305892114,0.0,0.0
2024-01-03 22:15:00,0.001,0.8791426063922546,0.0,0.0
2024-01-03 22:30:00,0.001,0.3358286963359375,0.0,0.0
2024-01-03 22:45:00,0.001,0.5505855306862476,0.0,0.0
2024-01-03 23:00:00,0.001,0.5333069596470552,0.0,0.0
2024-01-03 23:15:00,0.001,0.21403600330593556,0.0,0.0
2024-01-03 23:30:00,0.001,0.22507593972558781,0.0,0.0
2024-01-03 23:45:00,0.001,0.28960927305892115,0.0,0.0
2024-01-04 00:00:00,0.001,0.3460759397255878,0.0,0.0
2024-01-04 00:15:00,0.001,0.5396391265687268,0.0,0.0
2024-01-04 00:30:00,0.001,0.5764294969490694,0.0,0.0
2024-01-04 00:45:00,0.001,0.3130333333333333,0.0,0.0
2024-01-04 01:00:00,0.001,0.18976666666666667,0.0,0.0
2024-01-04 01:15:00,0.001,0.1817,0.0,0.0
2024-01-04 01:30:00,0.001,0.1817,0.0,0.0
2024-01-04 01:45:00,0.001,0.3567,0.0,0.0
2024-01-04 02:00:00,0.001,0.39642000000000005,0.0,0.0
2024-01-04 02:15:00,0.001,0.077,0.0,0.0
2024-01-04 02:30:00,0.001,0.046,0.0,0.0
2024-01-04 02:45:00,0.001,0.046,0.0,0.0
2024-01-04 03:00:00,0.001,0.046,0.0,0.0
2024-01-04 03:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 03:30:00,0.001,0.3046666666666667,0.0,0.0
2024-01-04 03:45:00,0.001,0.09766666666666667,0.0,0.0
2024-01-04 04:00:00,0.001,0.046,0.0,0.0
2024-01-04 04:15:00,0.001,0.046,0.0,0.8
2024-01-04 04:30:00,0.001,0.046,0.0,0.8
2024-01-04 04:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 05:00:00,0.001,0.284,0.0,0.0
2024-01-04 05:15:00,0.001,0.11833333333333335,0.0,0.0
2024-01-04 05:30:00,0.001,0.046,0.0,0.0
2024-01-04 05:45:00,0.001,0.046,0.0,2.933333333333333
2024-01-04 06:00:00,0.001,0.046,0.0,0.0
2024-01-04 06:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 06:30:00,0.001,0.26333333333333336,0.0,0.0
2024-01-04 06:45:00,0.001,0.6720666666666666,0.0,0.0
2024-01-04 07:00:00,0.001,0.046,0.0,0.0
2024-01-04 07:15:00,0.001,0.046,0.0,0.0
2024-01-04 07:30:00,0.001,0.046,0.0,0.0
2024-01-04 07:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 08:00:00,0.001,0.24266666666666667,0.0,0.0
2024-01-04 08:15:00,0.001,0.15966666666666668,0.0,0.0
2024-01-04 08:30:00,0.001,0.046,0.0,0.0
2024-01-04 08:45:00,0.001,0.046,0.0,0.0
2024-01-04 09:00:00,0.001,0.046,0.0,0.0
2024-01-04 09:15:00,0.001,0.21066666666666664,5.866666666666666,0.0
2024-01-04 09:30:00,0.001,0.2315333333333333,11.0,0.0
2024-01-04 09:45:00,0.001,0.19333333333333333,8.066666666666666,0.0
2024-01-04 10:00:00,0.001,0.059000000000000004,0.0,0.0
2024-01-04 10:15:00,0.001,0.059000000000000004,0.0,0.0
2024-01-04 10:30:00,0.001,0.0512,0.0,0.0
2024-01-04 10:45:00,0.001,0.6104666666666667,0.0,0.0
2024-01-04 11:00:00,1.214255689298831,0.20133333333333334,0.0,0.0
2024-01-04 11:15:00,1.8990402474384707,0.201,0.0,0.0
2024-01-04 11:30:00,1.9725531957406226,0.046,0.0,0.26666666666666666
2024-01-04 11:45:00,1.7964477539625179,0.046,3.6666666666666665,2.933333333333333
2024-01-04 12:00:00,0.1577286933581698,0.046,0.7333333333333333,0.0
2024-01-04 12:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 12:30:00,0.001,0.18066666666666667,0.0,0.0
2024-01-04 12:45:00,0.001,0.201,0.0,0.0
2024-01-04 13:00:00,0.001,0.46646666666666664,0.0,0.0
2024-01-04 13:15:00,0.001,0.046,0.0,0.0
2024-01-04 13:30:00,0.001,0.046,0.0,0.0
2024-01-04 13:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 14:00:00,0.001,0.16,0.0,0.0
2024-01-04 14:15:00,0.001,0.201,0.0,0.0
2024-01-04 14:30:00,0.001,0.08733333333333333,0.0,0.0
2024-01-04 14:45:00,0.001,0.046,0.0,0.0
2024-01-04 15:00:00,0.001,0.046,0.0,0.0
2024-01-04 15:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 15:30:00,0.001,0.16,0.0,0.0
2024-01-04 15:45:00,0.001,0.18033333333333335,0.0,0.0
2024-01-04 16:00:00,0.001,0.10800000000000001,0.0,0.0
2024-01-04 16:15:00,0.001,0.046,0.0,0.0
2024-01-04 16:30:00,0.001,0.046,0.0,0.0
2024-01-04 16:45:00,0.001,0.21066666666666664,0.0,2.1333333333333333
2024-01-04 17:00:00,0.001,0.16,0.0,0.8
2024-01-04 17:15:00,0.001,0.15966666666666668,2.2,0.0
2024-01-04 17:30:00,0.001,0.12945491615817825,0.0,0.0
2024-01-04 17:45:00,0.001,0.0893759397255878,0.0,0.0
2024-01-04 18:00:00,0.001,0.0893759397255878,0.0,0.0
2024-01-04 18:15:00,0.001,0.25404260639225446,0.0,0.0
2024-01-04 18:30:00,0.001,0.2033759397255878,0.0,0.0
2024-01-04 18:45:00,0.001,0.18237593972558783,0.0,0.0
2024-01-04 19:00:00,0.001,0.15169808180786803,0.0,0.0
2024-01-04 19:15:00,0.001,0.046,0.0,0.0
2024-01-04 19:30:00,0.001,0.046,0.0,0.0
2024-01-04 19:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 20:00:00,0.001,0.16,0.0,0.0
2024-01-04 20:15:00,0.001,0.11833333333333335,0.0,0.0
2024-01-04 20:30:00,0.001,0.17,0.0,0.0
2024-01-04 20:45:00,0.001,0.046,0.0,0.0
2024-01-04 21:00:00,0.001,0.046,0.0,0.0
2024-01-04 21:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 21:30:00,0.001,0.16,0.0,0.0
2024-01-04 21:45:00,0.001,0.09766666666666667,0.0,0.0
2024-01-04 22:00:00,0.001,0.19066666666666668,0.0,0.0
2024-01-04 22:15:00,0.001,0.046,0.0,0.0
2024-01-04 22:30:00,0.001,0.046,0.0,0.0
2024-01-04 22:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-04 23:00:00,0.001,0.16,0.0,0.0
2024-01-04 23:15:00,0.001,0.077,0.0,0.0
2024-01-04 23:30:00,0.001,0.201,0.0,0.0
2024-01-04 23:45:00,0.001,0.05633333333333333,0.0,0.0
2024-01-05 00:00:00,0.001,0.046,0.0,0.0
2024-01-05 00:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-05 00:30:00,0.001,0.16,0.0,0.0
2024-01-05 00:45:00,0.001,0.05633333333333333,0.0,0.0
2024-01-05 01:00:00,0.001,0.201,0.0,0.0
2024-01-05 01:15:00,0.001,0.077,0.0,0.0
2024-01-05 01:30:00,0.001,0.046,0.0,0.0
2024-01-05 01:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-05 02:00:00,0.001,0.16,0.0,0.0
2024-01-05 02:15:00,0.001,0.046,0.0,0.0
2024-01-05 02:30:00,0.001,0.19066666666666668,0.0,0.0
2024-01-05 02:45:00,0.001,0.09766666666666667,0.0,0.0
2024-01-05 03:00:00,0.001,0.046,0.0,0.0
2024-01-05 03:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-05 03:30:00,0.001,0.16,0.0,0.0
2024-01-05 03:45:00,0.001,0.4458,0.0,0.0
2024-01-05 04:00:00,0.001,0.17,0.0,0.0
2024-01-05 04:15:00,0.001,0.11833333333333335,0.0,3.2
2024-01-05 04:30:00,0.001,0.046,0.0,3.2
2024-01-05 04:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-05 05:00:00,0.001,0.16,0.0,0.0
2024-01-05 05:15:00,0.001,0.046,0.0,0.0
2024-01-05 05:30:00,0.001,0.14933333333333335,0.7333333333333333,0.0
2024-01-05 05:45:00,0.001,0.13899999999999998,11.0,0.0
2024-01-05 06:00:00,0.001,0.44580000000000003,11.0,0.0
2024-01-05 06:15:00,0.001,0.21066666666666664,11.0,0.0
2024-01-05 06:30:00,0.001,0.16,0.7333333333333333,0.0
2024-01-05 06:45:00,0.001,0.046,0.0,0.0
2024-01-05 07:00:00,0.001,0.12866666666666668,0.0,0.0
2024-01-05 07:15:00,0.001,0.15966666666666668,0.0,0.0
2024-01-05 07:30:00,0.001,0.046,0.0,0.0
2024-01-05 07:45:00,0.001,0.22106666666666666,0.0,0.0
2024-01-05 08:00:00,0.001,0.173,0.0,0.0
2024-01-05 08:15:00,0.001,0.059000000000000004,0.0,0.0
2024-01-05 08:30:00,0.001,0.121,0.0,0.0
2024-01-05 08:45:00,0.001,0.18293333333333334,0.0,0.0
2024-01-05 09:00:00,0.001,0.046,0.0,0.0
2024-01-05 09:15:00,0.001,0.21066666666666664,0.0,1.6
2024-01-05 09:30:00,0.001,0.16,0.0,2.1333333333333333
2024-01-05 09:45:00,0.001,0.046,0.0,0.0
2024-01-05 10:00:00,0.001,0.08733333333333333,0.0,0.0
2024-01-05 10:15:00,0.001,0.201,0.0,0.0
2024-01-05 10:30:00,0.001,0.5790666666666666,0.0,0.0
2024-01-05 10:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-05 11:00:00,0.001,0.6930666666666666,0.0,0.0
2024-01-05 11:15:00,0.001,0.046,0.0,0.0
2024-01-05 11:30:00,0.001,0.06666666666666667,0.0,0.0
2024-01-05 11:45:00,0.001,0.201,0.0,0.0
2024-01-05 12:00:00,0.001,0.06666666666666667,0.0,0.0
2024-01-05 12:15:00,0.001,0.7437333333333332,0.0,0.0
2024-01-05 12:30:00,0.001,0.16,0.0,0.0
2024-01-05 12:45:00,0.001,0.046,0.0,0.0
2024-01-05 13:00:00,0.001,0.046,0.0,0.0
