,WasherDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 11:00:00,0.001,0.0,0.8038904090393402,0.0,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.27549040903934013,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.2038237423726735,8.066666666666666,0.0,2.2
2024-01-01 11:45:00,0.001,0.0,0.05915707570600683,2.933333333333333,0.0,1.0
2024-01-01 12:00:00,0.001,0.0,0.0488237423726735,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.22308249491511567,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.59,0.0,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,2.4911979850784154,0.0,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.8288855306862477,0.0,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.2025521973529143,0.0,0.0,2.2
2024-01-01 13:30:00,0.001,0.0,0.1742816943019837,0.0,1.2,0.0
2024-01-01 13:45:00,0.001,0.0,0.20337593972558782,0.0,1.6,0.0
2024-01-01 14:00:00,0.001,0.0,0.2232675151765897,1.4666666666666666,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.3938237423726735,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.06949040903934017,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.044882494915115666,0.0,0.0,0.0
2024-01-01 15:00:00,0.7392991336538189,0.0,0.08833333333333333,0.0,0.0,1.8
2024-01-01 15:15:00,0.7920347860576631,0.0,0.25053333333333333,0.0,0.0,0.4
2024-01-01 15:30:00,0.7920347860576631,0.0,0.5292,0.0,0.0,0.0
2024-01-01 15:45:00,0.7920347860576631,0.0,0.35121582824844905,0.0,0.0,0.8
2024-01-01 16:00:00,0.7920347860576631,0.0,0.07449040903934016,0.0,0.0,1.4
2024-01-01 16:15:00,0.7920347860576631,0.0,0.06095707570600683,0.0,0.0,1.0
2024-01-01 16:30:00,0.7920347860576631,0.0,0.6772237423726736,0.0,0.0,2.4
2024-01-01 16:45:00,0.7920347860576631,0.0,0.11949040903934018,0.0,0.0,0.0
2024-01-01 17:00:00,0.7920347860576631,0.0,0.2727294969490694,0.0,0.0,0.0
2024-01-01 17:15:00,0.7920347860576631,0.0,0.258,0.0,0.0,0.6
2024-01-01 17:30:00,0.7920347860576631,0.0,0.06233333333333333,0.0,0.0,2.4
2024-01-01 17:45:00,0.7920347860576631,0.0,0.07326666666666666,0.0,0.0,2.4
2024-01-01 18:00:00,0.7920347860576631,0.0,0.18706343743662915,0.0,0.0,1.8
2024-01-01 18:15:00,0.7920347860576631,0.0,0.32804260639225447,0.0,0.0,0.0
2024-01-01 18:30:00,0.7920347860576631,0.0,0.9244426063922545,0.0,0.0,0.0
2024-01-01 18:45:00,0.7920347860576631,0.0,0.4009092730589211,0.0,0.0,0.0
2024-01-01 19:00:00,0.7920347860576631,0.0,0.23937593972558782,0.0,0.8,0.0
2024-01-01 19:15:00,0.7920347860576631,0.0,0.26434870829159324,0.0,2.2,0.0
2024-01-01 19:30:00,0.7920347860576631,0.0,0.27699414869415134,0.0,0.0,0.0
2024-01-01 19:45:00,0.7920347860576631,0.0,0.3693759397255878,0.0,0.0,0.0
2024-01-01 20:00:00,0.7920347860576631,0.0,0.3063759397255878,0.0,0.0,1.4
2024-01-01 20:15:00,0.7920347860576631,0.0,0.4009092730589211,0.0,0.0,1.6
2024-01-01 20:30:00,0.7920347860576631,0.0,0.2593759397255878,0.0,0.0,0.0
2024-01-01 20:45:00,0.7920347860576631,0.0,0.3066814344707002,0.0,0.0,0.0
2024-01-01 21:00:00,0.1064713048076884,0.0,0.3124217274510887,0.0,0.0,1.6
2024-01-01 21:15:00,0.001,0.0,0.3383759397255878,0.0,0.0,1.2
2024-01-01 21:30:00,0.001,0.0,0.2523759397255878,0.0,0.0,3.0
2024-01-01 21:45:00,0.001,0.0,0.4043759397255878,0.0,0.0,2.2
2024-01-01 22:00:00,0.001,0.0,0.3290426063922544,0.0,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.3083759397255878,0.0,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.7691759397255878,0.0,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.797375939725588,0.0,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.22670927305892116,0.0,0.0,2.8
2024-01-01 23:15:00,0.001,0.0,0.5246426063922545,0.0,0.0,3.0
2024-01-01 23:30:00,0.001,0.0,0.6837759397255879,0.0,0.0,2.4
2024-01-01 23:45:00,0.001,0.0,0.20034452458438645,0.0,0.0,1.6
2024-01-02 00:00:00,0.001,0.0,0.20288553068624765,0.0,0.0,0.8
2024-01-02 00:15:00,0.001,0.0,0.18148553068624765,0.0,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.7352855306862477,0.0,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.41440327712682856,0.0,0.0,0.6
2024-01-02 01:00:00,0.001,0.0,0.3957092730589212,0.0,0.0,3.0
2024-01-02 01:15:00,0.001,0.0,0.27046055552953446,0.0,0.0,3.0
2024-01-02 01:30:00,0.001,0.0,0.11082374237267349,0.0,0.0,3.0
2024-01-02 01:45:00,0.001,0.0,0.7151570757060067,0.0,0.0,0.4
2024-01-02 02:00:00,0.001,0.0,0.17814916158178232,0.0,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.30033333333333334,0.0,0.0,3.0
2024-01-02 02:30:00,0.001,0.0,0.40559999999999996,0.0,0.0,1.6
2024-01-02 02:45:00,0.001,0.0,0.4482,0.0,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-02 03:30:00,0.001,0.0,0.17759999999999998,0.0,0.0,1.0
2024-01-02 03:45:00,0.001,0.0,0.7241333333333333,0.0,0.0,2.4
2024-01-02 04:00:00,0.001,0.0,0.31333333333333335,0.0,0.0,0.0
2024-01-02 04:15:00,0.001,0.0,0.10933333333333334,0.0,3.0,0.0
2024-01-02 04:30:00,0.001,0.0,0.037,0.0,1.2,2.8
2024-01-02 04:45:00,0.001,0.0,0.037,0.0,0.0,2.2
2024-01-02 05:00:00,0.001,0.0,0.08833333333333333,0.0,0.0,1.2
2024-01-02 05:15:00,0.001,0.0,0.8804,0.0,0.0,3.0
2024-01-02 05:30:00,0.001,0.0,0.3186666666666667,0.0,0.0,2.0
2024-01-02 05:45:00,0.001,0.0,0.037,0.0,0.0,3.0
2024-01-02 06:00:00,0.001,0.0,0.5700666666666667,0.0,0.0,1.2
2024-01-02 06:15:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-02 06:30:00,0.001,0.0,0.13233333333333333,0.0,0.0,0.0
2024-01-02 06:45:00,0.001,0.0,0.36300000000000004,0.0,0.0,2.6
2024-01-02 07:00:00,0.001,0.0,0.29933333333333334,0.0,0.0,1.0
2024-01-02 07:15:00,0.001,0.0,0.158,0.0,0.0,1.6
2024-01-02 07:30:00,0.001,0.0,0.158,0.0,0.0,3.0
2024-01-02 07:45:00,0.001,0.0,0.18733333333333332,0.0,0.0,3.0
2024-01-02 08:00:00,0.001,0.0,0.31533333333333335,0.0,0.0,3.0
2024-01-02 08:15:00,0.001,0.0,0.39586666666666664,0.0,0.0,3.0
2024-01-02 08:30:00,0.001,0.0,0.19933333333333333,0.0,0.0,3.0
2024-01-02 08:45:00,0.001,0.0,0.037,0.0,0.0,1.6
2024-01-02 09:00:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-02 09:15:00,0.001,0.0,0.11033333333333332,0.0,0.0,0.0
2024-01-02 09:30:00,0.001,0.0,0.22266666666666665,0.0,0.0,0.0
2024-01-02 09:45:00,0.001,0.0,0.25666666666666665,0.0,0.0,0.0
2024-01-02 10:00:00,0.001,0.0,0.20166666666666666,0.0,0.0,0.0
2024-01-02 10:15:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-02 10:30:00,0.001,0.0,0.044333333333333336,0.0,0.0,0.6
2024-01-02 10:45:00,0.001,0.0,0.19866666666666666,0.0,0.0,1.4
2024-01-02 11:00:00,0.001,0.0,0.20879232723147212,0.0,0.2,0.0
2024-01-02 11:15:00,0.001,0.0,0.18349040903934016,0.0,2.6,0.0
2024-01-02 11:30:00,0.001,0.0,0.6259570757060069,0.0,0.0,0.0
2024-01-02 11:45:00,0.001,0.0,0.0488237423726735,5.866666666666666,0.0,0.0
2024-01-02 12:00:00,0.001,0.0,0.11055707570600684,9.533333333333333,0.0,0.0
2024-01-02 12:15:00,0.001,0.0,0.255215828248449,0.0,0.0,0.0
2024-01-02 12:30:00,0.001,0.0,0.16436882621449528,0.0,0.0,2.4
2024-01-02 12:45:00,0.001,0.0,0.16315707570600685,0.0,0.0,1.2
2024-01-02 13:00:00,0.001,0.0,0.26926550025500495,0.0,0.0,0.0
2024-01-02 13:15:00,0.001,0.0,0.08037593972558779,0.0,0.0,0.8
2024-01-02 13:30:00,0.001,0.0,0.3380426063922545,0.0,0.0,1.2
2024-01-02 13:45:00,0.001,0.0,0.38570927305892116,0.0,0.0,1.8
2024-01-02 14:00:00,0.001,0.0,0.22978491429422782,0.0,0.0,0.2
2024-01-02 14:15:00,0.001,0.0,0.26597266259875924,0.7333333333333333,0.0,0.0
2024-01-02 14:30:00,0.001,0.0,0.361,0.0,0.0,0.2
2024-01-02 14:45:00,0.001,0.0,0.11620000000000001,0.0,0.0,2.2
2024-01-02 15:00:00,0.001,0.0,0.32353333333333334,0.0,0.0,0.0
2024-01-02 15:15:00,0.001,0.0,0.27513333333333334,0.0,0.0,0.0
2024-01-02 15:30:00,0.001,0.0,0.5578000000000001,0.0,0.0,0.0
2024-01-02 15:45:00,0.001,0.0,0.23399999999999999,0.0,0.0,0.0
2024-01-02 16:00:00,0.001,0.0,0.348,0.0,0.0,0.0
2024-01-02 16:15:00,0.001,0.0,0.21506666666666666,0.0,0.0,1.6
2024-01-02 16:30:00,0.001,0.0,0.3704,0.0,0.0,0.8
2024-01-02 16:45:00,0.001,0.0,1.1452,0.0,0.0,0.0
2024-01-02 17:00:00,0.001,0.0,0.3042666666666667,0.0,0.0,0.0
2024-01-02 17:15:00,0.001,0.0,0.5071726625987591,0.0,0.0,1.0
2024-01-02 17:30:00,0.001,0.0,0.3784237423726735,0.0,0.0,3.0
2024-01-02 17:45:00,0.001,0.0,0.3404904090393402,0.7333333333333333,0.0,0.0
2024-01-02 18:00:00,0.001,0.0,0.20329535376481064,0.0,0.0,0.0
2024-01-02 18:15:00,0.001,0.0,0.6757759397255878,0.0,0.0,0.0
2024-01-02 18:30:00,0.001,0.0,1.4623759397255875,0.0,1.8,2.4
2024-01-02 18:45:00,0.001,0.0,1.0970426063922545,0.0,1.2,3.0
2024-01-02 19:00:00,0.001,0.0,1.314884316377795,0.0,0.0,2.0
2024-01-02 19:15:00,0.001,0.0,1.698,0.0,0.0,2.6
2024-01-02 19:30:00,0.001,0.0,1.495908424548998,0.0,0.0,0.6
2024-01-02 19:45:00,0.001,0.0,0.2025521973529143,0.0,0.0,0.0
2024-01-02 20:00:00,0.001,0.0,0.2025521973529143,0.0,0.0,1.6
2024-01-02 20:15:00,0.001,0.0,0.251818864019581,0.0,0.0,2.8
2024-01-02 20:30:00,0.001,0.0,0.6607232983202778,0.0,0.0,0.6
2024-01-02 20:45:00,0.001,0.0,0.48782374237267345,0.0,0.0,3.0
2024-01-02 21:00:00,0.001,0.0,0.2629272221962011,0.0,0.0,3.0
2024-01-02 21:15:00,0.001,0.0,0.2377759397255878,0.0,0.0,3.0
2024-01-02 21:30:00,0.001,0.0,0.20137593972558782,0.0,0.0,3.0
2024-01-02 21:45:00,0.001,0.0,0.5329092730589212,0.0,0.0,3.0
2024-01-02 22:00:00,0.001,0.0,0.7749759397255878,0.0,0.0,3.0
2024-01-02 22:15:00,0.001,0.0,0.33937593972558777,0.0,0.0,3.0
2024-01-02 22:30:00,0.001,0.0,0.20137593972558782,0.0,0.0,3.0
2024-01-02 22:45:00,0.001,0.0,0.20137593972558782,0.0,0.0,3.0
2024-01-02 23:00:00,0.001,0.0,0.20137593972558782,0.0,0.0,3.0
2024-01-02 23:15:00,0.001,0.0,0.37004260639225445,0.0,0.0,3.0
2024-01-02 23:30:00,0.001,0.0,0.5865876902340762,0.0,0.0,3.0
2024-01-02 23:45:00,0.001,0.0,0.2634945052548876,0.0,0.0,3.0
2024-01-03 00:00:00,0.001,0.0,0.0706589938981388,0.0,0.0,3.0
2024-01-03 00:15:00,0.001,0.0,0.08109040903934016,0.0,0.0,2.6
2024-01-03 00:30:00,0.001,0.0,0.17715707570600686,0.0,0.0,0.0
2024-01-03 00:45:00,0.001,0.0,0.4348237423726735,0.0,0.0,0.0
2024-01-03 01:00:00,0.001,0.0,0.43949040903934017,0.0,0.0,0.0
2024-01-03 01:15:00,0.001,0.0,0.2624863312993796,0.0,0.0,2.6
2024-01-03 01:30:00,0.001,0.0,0.158,0.0,0.0,3.0
2024-01-03 01:45:00,0.001,0.0,0.09346666666666666,0.0,0.0,3.0
2024-01-03 02:00:00,0.001,0.0,0.16586666666666666,0.0,0.0,0.6
2024-01-03 02:15:00,0.001,0.0,0.2783333333333333,0.0,0.0,0.0
2024-01-03 02:30:00,0.001,0.0,0.2273333333333333,0.0,0.0,0.0
2024-01-03 02:45:00,0.001,0.0,0.164,0.0,0.0,0.0
2024-01-03 03:00:00,0.001,0.0,0.05,0.0,0.0,0.0
2024-01-03 03:15:00,0.001,0.0,0.037866666666666667,0.0,0.0,0.0
2024-01-03 03:30:00,0.001,0.0,0.8100666666666666,0.0,0.0,0.0
2024-01-03 03:45:00,0.001,0.0,0.149,0.0,0.0,0.0
2024-01-03 04:00:00,0.001,0.0,0.20166666666666666,0.0,0.0,0.0
2024-01-03 04:15:00,0.001,0.0,0.16366666666666668,0.0,1.2,0.0
2024-01-03 04:30:00,0.001,0.0,0.037,0.0,0.0,1.0
2024-01-03 04:45:00,0.001,0.0,0.12833333333333333,0.0,0.0,1.8
2024-01-03 05:00:00,0.001,0.0,0.28733333333333333,0.0,0.0,0.0
2024-01-03 05:15:00,0.001,0.0,0.04733333333333333,0.0,0.0,0.0
2024-01-03 05:30:00,0.001,0.0,0.189,0.0,3.0,0.0
2024-01-03 05:45:00,0.001,0.0,0.17633333333333334,0.0,0.0,0.0
2024-01-03 06:00:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-03 06:15:00,0.001,0.0,0.24466666666666667,0.0,0.0,0.0
2024-01-03 06:30:00,0.001,0.0,0.5837333333333333,0.0,0.0,2.2
2024-01-03 06:45:00,0.001,0.0,0.05,0.0,0.0,3.0
2024-01-03 07:00:00,0.001,0.0,0.18933333333333333,0.0,0.0,1.0
2024-01-03 07:15:00,0.001,0.0,0.20199999999999999,0.0,0.0,0.0
2024-01-03 07:30:00,0.001,0.0,0.109,0.0,0.0,0.0
2024-01-03 07:45:00,0.001,0.0,0.315,0.0,0.0,0.0
2024-01-03 08:00:00,0.001,0.0,0.06846666666666666,0.0,0.0,0.0
2024-01-03 08:15:00,0.001,0.0,0.5752666666666666,0.0,0.0,1.2
2024-01-03 08:30:00,0.001,0.0,0.5764666666666667,0.0,0.0,0.8
2024-01-03 08:45:00,0.001,0.0,0.31953333333333334,0.0,0.0,0.0
2024-01-03 09:00:00,0.001,0.0,0.3463333333333333,0.0,0.0,0.0
2024-01-03 09:15:00,0.001,0.0,0.3442,0.0,0.0,0.0
2024-01-03 09:30:00,0.001,0.0,0.158,0.0,0.0,0.0
2024-01-03 09:45:00,0.001,0.0,0.158,0.0,0.0,0.0
2024-01-03 10:00:00,0.001,0.0,0.1752,0.0,0.0,0.0
2024-01-03 10:15:00,0.001,0.0,0.25566666666666665,0.0,0.0,0.0
2024-01-03 10:30:00,0.001,0.0,0.28733333333333333,0.0,0.0,0.0
2024-01-03 10:45:00,0.001,0.0,0.09733333333333333,0.0,0.0,0.0
2024-01-03 11:00:00,0.001,0.0,0.047400000000000005,0.0,0.0,0.0
2024-01-03 11:15:00,0.001,0.0,0.4498,0.0,0.0,2.2
2024-01-03 11:30:00,0.001,0.0,0.15133333333333335,0.0,0.0,0.0
2024-01-03 11:45:00,0.001,0.0,0.383,5.133333333333334,0.0,0.0
2024-01-03 12:00:00,0.001,0.0,0.246,11.0,0.0,0.0
2024-01-03 12:15:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-03 12:30:00,0.001,0.0,0.04567074440662723,0.0,0.0,0.0
2024-01-03 12:45:00,0.001,0.0,0.05749040903934017,0.0,0.0,1.2
2024-01-03 13:00:00,0.001,0.0,0.1814904090393402,0.0,0.8,3.0
2024-01-03 13:15:00,0.001,0.0,0.48015707570600685,0.0,0.0,1.2
2024-01-03 13:30:00,0.001,0.0,0.16715707570600682,0.0,0.0,1.8
2024-01-03 13:45:00,0.001,0.0005333333333333334,0.044721582824844903,0.0,0.0,3.0
2024-01-03 14:00:00,0.001,1.0505333333333333,0.158,0.0,0.0,0.6
2024-01-03 14:15:00,0.001,0.1509333333333333,0.5767313184117486,0.0,0.0,0.0
2024-01-03 14:30:00,0.001,0.001,0.37621886401958093,0.0,0.0,0.0
2024-01-03 14:45:00,0.001,0.001,1.0133521973529143,0.0,0.0,0.0
2024-01-03 15:00:00,0.001,6.666666666666667e-05,0.1899521973529143,0.0,0.0,0.0
2024-01-03 15:15:00,0.001,0.0,0.0685521973529143,0.7333333333333333,0.0,1.0
2024-01-03 15:30:00,0.001,0.0,0.0685521973529143,0.0,3.0,2.4
2024-01-03 15:45:00,0.001,0.0,0.16808553068624763,0.0,0.0,0.0
2024-01-03 16:00:00,0.001,0.0,0.949664651745082,0.0,0.0,0.0
2024-01-03 16:15:00,0.001,0.0,1.007618864019581,0.0,0.0,0.0
2024-01-03 16:30:00,0.001,0.0,0.730618864019581,0.0,0.0,0.0
2024-01-03 16:45:00,0.001,0.0,0.09888553068624764,0.0,0.0,0.0
2024-01-03 17:00:00,0.001,0.0003333333333333333,0.6016188640195811,0.7333333333333333,0.0,0.0
2024-01-03 17:15:00,0.001,0.6007333333333332,0.15524175788233144,0.0,0.0,0.0
2024-01-03 17:30:00,0.001,0.6007333333333332,0.3173333333333333,0.0,0.0,0.0
2024-01-03 17:45:00,0.001,0.001,0.25633333333333336,0.0,0.0,0.0
2024-01-03 18:00:00,0.001,0.001,0.08766666666666666,0.0,0.0,0.0
2024-01-03 18:15:00,0.001,0.001,0.037,0.0,0.0,0.0
2024-01-03 18:30:00,0.001,0.001,0.053399999999999996,0.0,0.0,0.0
2024-01-03 18:45:00,0.001,0.001,0.6341333333333333,0.0,0.0,0.8
2024-01-03 19:00:00,0.001,0.001,0.38175219735291427,0.0,0.0,1.6
2024-01-03 19:15:00,0.001,1.5003333333333333,0.40043469226802997,0.0,0.0,0.0
2024-01-03 19:30:00,0.001,0.9006000000000001,0.27510927305892113,0.0,0.0,0.0
2024-01-03 19:45:00,0.001,0.7506666666666667,0.20137593972558782,0.0,0.0,3.0
2024-01-03 20:00:00,0.001,0.4508,0.2840426063922544,0.0,0.0,0.2
2024-01-03 20:15:00,0.6338278288461304,0.001,0.4193759397255878,0.0,0.0,0.4
2024-01-03 20:30:00,0.7920347860576631,0.001,0.2780426063922545,0.0,0.0,3.0
2024-01-03 20:45:00,0.7920347860576631,0.001,0.39137593972558776,0.0,0.0,3.0
2024-01-03 21:00:00,0.7920347860576631,0.001,0.27737593972558783,0.0,0.0,3.0
2024-01-03 21:15:00,0.7920347860576631,0.001,0.20137593972558782,0.0,0.0,3.0
2024-01-03 21:30:00,0.7920347860576631,0.001,0.36370927305892115,0.0,0.0,1.0
2024-01-03 21:45:00,0.7920347860576631,1.6502666666666668,0.5169759397255879,0.0,0.0,0.0
2024-01-03 22:00:00,0.7920347860576631,0.7506666666666667,0.6211759397255878,0.0,0.0,0.0
2024-01-03 22:15:00,0.7920347860576631,0.001,0.9244426063922545,0.0,0.0,1.8
2024-01-03 22:30:00,0.7920347860576631,0.0006000000000000001,0.25777593972558777,0.0,0.0,1.6
2024-01-03 22:45:00,0.7920347860576631,0.0,0.15270927305892112,0.0,0.0,0.0
2024-01-03 23:00:00,0.7920347860576631,0.0,0.8520426063922545,0.0,0.0,0.0
2024-01-03 23:15:00,0.7920347860576631,0.0,0.6745092730589213,0.0,0.0,0.0
2024-01-03 23:30:00,0.528356524038442,0.0,0.20137593972558782,0.0,0.0,0.0
2024-01-03 23:45:00,0.001,0.0,0.8939488142588394,0.0,0.0,0.0
2024-01-04 00:00:00,0.001,0.0,0.2593333333333333,0.0,0.0,0.0
2024-01-04 00:15:00,0.001,0.0,0.7319153841960533,0.0,0.0,0.0
2024-01-04 00:30:00,0.001,0.0,0.2868855306862476,0.0,0.0,0.0
2024-01-04 00:45:00,0.001,0.0,0.6309521973529144,0.0,0.0,0.0
2024-01-04 01:00:00,0.001,0.0,0.0685521973529143,0.0,0.0,0.0
2024-01-04 01:15:00,0.001,0.0,0.24588553068624763,0.0,0.0,0.0
2024-01-04 01:30:00,0.001,0.0,0.23613827805880383,0.0,0.0,0.0
2024-01-04 01:45:00,0.001,0.0,0.22133333333333333,0.0,0.0,1.0
2024-01-04 02:00:00,0.001,0.0,0.5424666666666667,0.0,0.0,2.6
2024-01-04 02:15:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-04 02:30:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-04 02:45:00,0.001,0.0,0.20166666666666666,0.0,0.0,0.0
2024-01-04 03:00:00,0.001,0.0,0.298,0.0,0.0,0.8
2024-01-04 03:15:00,0.001,0.0,0.2033333333333333,0.0,0.0,3.0
2024-01-04 03:30:00,0.001,0.0,0.08833333333333333,0.0,2.2,1.8
2024-01-04 03:45:00,0.001,0.0,0.4368,0.0,2.8,0.0
2024-01-04 04:00:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-04 04:15:00,0.001,0.0,0.2406666666666667,0.0,0.0,0.0
2024-01-04 04:30:00,0.001,0.0,0.33866666666666667,0.0,0.0,0.0
2024-01-04 04:45:00,0.001,0.0,0.16766666666666666,0.0,0.0,2.4
2024-01-04 05:00:00,0.001,0.0,0.4441333333333333,0.0,0.0,0.0
2024-01-04 05:15:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-04 05:30:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-04 05:45:00,0.001,0.0,0.30033333333333334,0.0,0.0,0.0
2024-01-04 06:00:00,0.001,0.0,0.3515491615817823,0.0,0.0,0.0
2024-01-04 06:15:00,0.001,0.0,0.12215707570600685,0.0,0.0,0.0
2024-01-04 06:30:00,0.001,0.0,0.0488237423726735,0.0,0.0,0.0
2024-01-04 06:45:00,0.001,0.0,0.0488237423726735,0.0,0.0,0.0
2024-01-04 07:00:00,0.001,0.0,0.48995707570600683,0.0,0.0,0.0
2024-01-04 07:15:00,0.001,0.0,0.3249726625987592,0.0,0.0,1.8
2024-01-04 07:30:00,0.001,0.0,0.328,0.0,0.0,0.2
2024-01-04 07:45:00,0.001,0.0,0.07759999999999999,0.0,0.0,0.0
2024-01-04 08:00:00,0.001,0.0,0.3165333333333333,0.0,0.0,0.0
2024-01-04 08:15:00,0.001,0.0,0.31653333333333333,0.0,0.0,0.0
2024-01-04 08:30:00,0.001,0.0,0.16366666666666668,0.0,0.0,0.0
2024-01-04 08:45:00,0.001,0.0,0.2983333333333333,0.0,0.0,0.0
2024-01-04 09:00:00,0.001,0.0,0.3096666666666667,0.0,0.0,0.0
2024-01-04 09:15:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-04 09:30:00,0.001,0.0,0.037,0.0,0.0,0.0
2024-01-04 09:45:00,0.001,0.0,0.068,0.0,1.6,0.0
2024-01-04 10:00:00,0.001,0.0,0.5917999999999999,0.0,1.4,0.0
2024-01-04 10:15:00,0.001,0.0,0.253,0.0,0.0,0.2
2024-01-04 10:30:00,0.001,0.0,0.2783333333333333,0.0,0.0,2.0
