,WashingMachine,BaseLoad,P_WB
2024-01-02 03:00:00,0.001,0.16333333333333336,1.5
2024-01-02 03:15:00,0.001,0.11166666666666666,1.5
2024-01-02 03:30:00,0.001,0.029,1.5
2024-01-02 03:45:00,0.001,0.041666666666666664,1.5
2024-01-02 04:00:00,0.001,0.219,1.5
2024-01-02 04:15:00,0.001,0.17966666666666667,1.5
2024-01-02 04:30:00,0.001,0.184,1.5
2024-01-02 04:45:00,0.001,0.029,1.5
2024-01-02 05:00:00,0.001,0.5620666666666667,1.5
2024-01-02 05:15:00,0.001,0.029,1.5
2024-01-02 05:30:00,0.001,0.13033333333333333,1.5
2024-01-02 05:45:00,0.001,0.7634666666666666,1.5
2024-01-02 06:00:00,0.001,0.10133333333333333,1.5
2024-01-02 06:15:00,0.001,0.029,1.5
2024-01-02 06:30:00,0.001,0.0316,1.5
2024-01-02 06:45:00,0.001,0.042,1.5
2024-01-02 07:00:00,0.001,0.11433333333333334,1.5
2024-01-02 07:15:00,0.001,0.3766666666666667,1.5
2024-01-02 07:30:00,0.001,0.14333333333333334,1.5
2024-01-02 07:45:00,0.001,0.042,1.5
2024-01-02 08:00:00,0.001,0.042,1.5
2024-01-02 08:15:00,0.001,0.042,1.5
2024-01-02 08:30:00,0.001,0.1892,1.5
2024-01-02 08:45:00,0.001,0.18053333333333335,1.5
2024-01-02 09:00:00,0.001,0.232,1.5
2024-01-02 09:15:00,0.001,0.05466666666666667,1.5
2024-01-02 09:30:00,0.001,0.09846666666666667,1.5
2024-01-02 09:45:00,0.001,0.24566666666666667,1.5
2024-01-02 10:00:00,0.001,0.8226,1.5
2024-01-02 10:15:00,0.001,0.15,1.5
2024-01-02 10:30:00,0.001,0.36173333333333335,1.5
2024-01-02 10:45:00,0.001,2.9555333333333333,1.5
2024-01-02 11:00:00,0.001,2.3188,1.5
2024-01-02 11:15:00,0.001,1.4032666666666667,1.5
2024-01-02 11:30:00,0.001,1.4749333333333334,1.5
2024-01-02 11:45:00,0.001,1.6242666666666667,1.5
2024-01-02 12:00:00,0.001,0.11800000000000001,1.5
2024-01-02 12:15:00,0.001,0.232,1.5
2024-01-02 12:30:00,0.001,0.14906666666666665,1.5
2024-01-02 12:45:00,0.001,0.153,1.5
2024-01-02 13:00:00,0.001,0.029,1.5
2024-01-02 13:15:00,0.001,0.5620666666666666,1.5
2024-01-02 13:30:00,0.001,0.029,1.5
2024-01-02 13:45:00,0.001,0.21433333333333332,1.5
2024-01-02 14:00:00,0.001,0.3106666666666667,1.5
2024-01-02 14:15:00,0.001,0.0866,1.5
2024-01-02 14:30:00,0.001,0.151,1.5
2024-01-02 14:45:00,0.001,0.1536,1.5
2024-01-02 15:00:00,0.001,0.164,1.5
2024-01-02 15:15:00,0.001,0.33066666666666666,1.5
2024-01-02 15:30:00,0.001,0.4351333333333333,1.5
2024-01-02 15:45:00,0.001,0.10350842454899811,1.5
2024-01-02 16:00:00,0.001,0.0605521973529143,1.5
2024-01-02 16:15:00,0.001,0.0605521973529143,1.5
2024-01-02 16:30:00,0.001,0.446818864019581,0.6
2024-01-02 16:45:00,0.001,0.5883611719215543,0.0
2024-01-02 17:00:00,0.001,0.333,0.0
2024-01-02 17:15:00,0.001,0.28933333333333333,0.0
2024-01-02 17:30:00,0.001,0.2232,0.0
2024-01-02 17:45:00,0.001,0.272,0.0
2024-01-02 18:00:00,0.001,0.38566666666666666,0.9
2024-01-02 18:15:00,0.001,0.37533333333333335,1.5
2024-01-02 18:30:00,0.001,0.32266666666666666,1.5
2024-01-02 18:45:00,0.001,0.3652,1.5
2024-01-02 19:00:00,0.001,0.6014666666666667,1.5
2024-01-02 19:15:00,0.001,0.21126465174508188,1.5
2024-01-02 19:30:00,0.001,0.4182188640195809,1.5
2024-01-02 19:45:00,0.001,0.20221886401958097,1.5
2024-01-02 20:00:00,0.001,0.2303521973529143,1.5
2024-01-02 20:15:00,0.001,0.43657509121566473,1.5
2024-01-02 20:30:00,0.001,0.9570666666666666,1.5
2024-01-02 20:45:00,0.001,0.3942437728039162,1.5
2024-01-02 21:00:00,0.001,0.2755521973529143,0.6
2024-01-02 21:15:00,0.001,0.26321886401958094,0.0
2024-01-02 21:30:00,0.001,0.22221886401958096,0.0
2024-01-02 21:45:00,0.001,0.260218864019581,0.0
2024-01-02 22:00:00,0.001,0.6520119043725257,0.0
2024-01-02 22:15:00,0.001,0.7338855306862476,0.0
2024-01-02 22:30:00,0.001,0.5258855306862475,0.0
2024-01-02 22:45:00,0.001,0.5155521973529142,0.0
2024-01-02 23:00:00,0.001,0.3957521973529143,0.0
2024-01-02 23:15:00,0.001,0.8356188640195811,0.8
2024-01-02 23:30:00,0.001,0.5446208789411657,1.5
2024-01-02 23:45:00,0.001,0.45380000000000004,0.2
2024-01-03 00:00:00,0.001,0.15,1.5
2024-01-03 00:15:00,0.001,0.15,1.5
2024-01-03 00:30:00,0.001,0.15,1.2
2024-01-03 00:45:00,0.001,0.091,1.5
2024-01-03 01:00:00,0.001,0.7493333333333333,1.5
2024-01-03 01:15:00,0.001,0.6318,1.5
2024-01-03 01:30:00,0.001,0.11800000000000001,0.6
2024-01-03 01:45:00,0.001,0.042,0.2
2024-01-03 02:00:00,0.001,0.03593333333333334,1.5
2024-01-03 02:15:00,0.001,0.7067333333333333,1.5
2024-01-03 02:30:00,0.001,0.10133333333333333,0.4
2024-01-03 02:45:00,0.001,0.143,1.2
2024-01-03 03:00:00,0.001,0.20633333333333334,1.5
2024-01-03 03:15:00,0.001,0.5620666666666666,1.4
2024-01-03 03:30:00,0.001,1.1674666666666667,0.0
2024-01-03 03:45:00,0.001,0.17366666666666666,0.0
2024-01-03 04:00:00,0.001,0.029,0.4
2024-01-03 04:15:00,0.001,0.3082,1.5
2024-01-03 04:30:00,0.001,0.7520666666666667,1.4
2024-01-03 04:45:00,0.001,0.11766666666666667,0.0
2024-01-03 05:00:00,0.001,0.4505333333333333,0.0
2024-01-03 05:15:00,0.001,0.3722576920980266,0.0
2024-01-03 05:30:00,0.001,0.0605521973529143,0.9
2024-01-03 05:45:00,0.001,0.0605521973529143,1.5
2024-01-03 06:00:00,0.001,0.5616855306862477,1.5
2024-01-03 06:15:00,0.001,0.33321886401958095,1.5
2024-01-03 06:30:00,0.001,0.18016117192155431,1.5
2024-01-03 06:45:00,0.001,0.4288,1.5
2024-01-03 07:00:00,0.001,0.43746666666666667,1.5
2024-01-03 07:15:00,0.001,0.3085333333333333,1.5
2024-01-03 07:30:00,0.001,0.34326666666666666,1.5
2024-01-03 07:45:00,0.001,0.5977333333333333,1.5
2024-01-03 08:00:00,0.001,0.9632666666666666,0.8
2024-01-03 08:15:00,0.001,0.272,0.0
2024-01-03 08:30:00,0.001,0.272,0.0
2024-01-03 08:45:00,0.001,0.2841333333333333,0.0
2024-01-03 09:00:00,0.001,0.18353333333333335,1.5
2024-01-03 09:15:00,0.001,0.2546666666666667,0.6
2024-01-03 09:30:00,0.001,0.232,1.5
2024-01-03 09:45:00,0.001,0.44406666666666667,1.5
2024-01-03 10:00:00,0.001,0.5733333333333334,1.5
2024-01-03 10:15:00,0.001,0.06266666666666668,1.5
2024-01-03 10:30:00,0.001,0.197,1.1
2024-01-03 10:45:00,0.001,0.3438,0.0
2024-01-03 11:00:00,0.001,0.34826666666666667,0.0
2024-01-03 11:15:00,0.001,0.15600000000000003,0.0
2024-01-03 11:30:00,0.001,1.7479333333333333,0.0
2024-01-03 11:45:00,0.001,1.3181333333333334,0.0
2024-01-03 12:00:00,0.001,0.3141750912156648,0.0
2024-01-03 12:15:00,0.001,0.08968553068624764,0.0
2024-01-03 12:30:00,0.001,0.2705521973529143,1.5
2024-01-03 12:45:00,0.001,0.3845521973529143,1.5
2024-01-03 13:00:00,0.001,0.23529450525488765,1.5
2024-01-03 13:15:00,0.001,0.7863611719215542,1.5
2024-01-03 13:30:00,0.001,0.30721886401958093,1.5
2024-01-03 13:45:00,0.001,0.1955521973529143,1.5
2024-01-03 14:00:00,0.001,0.7286188640195809,1.5
2024-01-03 14:15:00,0.001,1.5422716113921373,1.3
2024-01-03 14:30:00,0.001,1.4336,1.5
2024-01-03 14:45:00,0.001,0.13233333333333333,1.5
2024-01-03 15:00:00,0.001,0.09855421227449906,1.5
2024-01-03 15:15:00,0.001,0.1825521973529143,1.5
2024-01-03 15:30:00,0.001,0.19868553068624764,1.5
2024-01-03 15:45:00,0.001,0.40821886401958096,1.5
2024-01-03 16:00:00,0.001,0.6485521973529143,1.5
2024-01-03 16:15:00,0.001,0.3611084245489981,1.5
2024-01-03 16:30:00,0.001,0.753,1.5
2024-01-03 16:45:00,0.001,0.285,1.5
2024-01-03 17:00:00,0.001,0.26886666666666664,0.4
2024-01-03 17:15:00,0.001,0.409,0.0
2024-01-03 17:30:00,0.001,0.5363104394705829,0.7
2024-01-03 17:45:00,0.001,0.9564188640195809,1.5
2024-01-03 18:00:00,0.001,1.363818864019581,1.5
2024-01-03 18:15:00,0.001,0.29548553068624767,1.5
2024-01-03 18:30:00,0.001,0.34715219735291425,1.5
2024-01-03 18:45:00,0.001,1.1126188640195809,1.5
2024-01-03 19:00:00,0.001,0.4855521973529143,1.5
2024-01-03 19:15:00,0.001,1.0148855306862476,1.5
2024-01-03 19:30:00,0.001,0.766018864019581,1.5
2024-01-03 19:45:00,0.001,0.3643521973529143,1.5
2024-01-03 20:00:00,0.001,0.5718855306862476,1.5
2024-01-03 20:15:00,0.001,0.6491521973529143,0.5
2024-01-03 20:30:00,0.001,0.6910855306862477,0.0
2024-01-03 20:45:00,0.001,0.5768855306862476,1.1
2024-01-03 21:00:00,0.001,1.0819521973529145,1.5
2024-01-03 21:15:00,0.001,0.608418864019581,1.5
2024-01-03 21:30:00,0.001,0.9897521973529143,1.5
2024-01-03 21:45:00,0.001,0.4245521973529142,1.5
2024-01-03 22:00:00,0.001,0.4245521973529142,0.9
2024-01-03 22:15:00,0.001,0.4478855306862476,0.3
2024-01-03 22:30:00,0.001,0.6275521973529142,1.5
2024-01-03 22:45:00,0.001,0.6455521973529144,1.5
2024-01-03 23:00:00,0.001,0.5098855306862476,1.5
2024-01-03 23:15:00,0.001,0.433218864019581,1.3
2024-01-03 23:30:00,0.001,0.38421886401958094,0.0
2024-01-03 23:45:00,0.001,0.4245521973529142,0.0
2024-01-04 00:00:00,0.001,0.47076117192155426,0.0
2024-01-04 00:15:00,0.001,0.4593333333333333,0.0
2024-01-04 00:30:00,0.001,0.5498,0.0
2024-01-04 00:45:00,0.001,0.10966666666666666,1.0
2024-01-04 01:00:00,0.001,0.5620666666666667,1.5
2024-01-04 01:15:00,0.001,0.14193333333333333,1.5
2024-01-04 01:30:00,0.001,0.3303333333333333,1.5
2024-01-04 01:45:00,0.001,0.402,1.5
2024-01-04 02:00:00,0.001,0.226,1.5
2024-01-04 02:15:00,0.001,0.14193333333333333,0.8
2024-01-04 02:30:00,0.001,0.029,0.0
2024-01-04 02:45:00,0.001,0.11166666666666666,0.0
2024-01-04 03:00:00,0.001,0.16333333333333336,0.1
2024-01-04 03:15:00,0.001,0.143,1.5
2024-01-04 03:30:00,0.001,0.20633333333333334,1.5
2024-01-04 03:45:00,0.001,0.029,1.5
2024-01-04 04:00:00,0.001,0.03933333333333334,1.5
2024-01-04 04:15:00,0.001,0.184,1.5
2024-01-04 04:30:00,0.001,0.4804666666666666,1.5
2024-01-04 04:45:00,0.001,0.041666666666666664,1.5
2024-01-04 05:00:00,0.001,0.219,1.5
2024-01-04 05:15:00,0.001,0.11766666666666667,1.5
2024-01-04 05:30:00,0.001,0.12200000000000001,0.8
2024-01-04 05:45:00,0.001,0.153,0.0
2024-01-04 06:00:00,0.001,0.029,0.0
2024-01-04 06:15:00,0.001,0.029,0.0
2024-01-04 06:30:00,0.001,0.13033333333333333,0.0
2024-01-04 06:45:00,0.001,0.23966666666666664,0.0
2024-01-04 07:00:00,0.001,0.184,0.0
2024-01-04 07:15:00,0.001,0.07033333333333333,0.0
2024-01-04 07:30:00,0.001,0.029,1.1
2024-01-04 07:45:00,0.001,0.10966666666666666,1.5
2024-01-04 08:00:00,0.001,0.15,0.7
2024-01-04 08:15:00,0.001,0.44333333333333336,0.0
2024-01-04 08:30:00,0.001,0.365,0.0
2024-01-04 08:45:00,0.001,0.15,0.0
2024-01-04 09:00:00,0.001,0.13386666666666666,0.0
2024-01-04 09:15:00,0.001,0.029,0.0
2024-01-04 09:30:00,0.001,0.060000000000000005,0.0
2024-01-04 09:45:00,0.001,0.27266666666666667,0.0
2024-01-04 10:00:00,0.001,0.25,0.0
2024-01-04 10:15:00,0.001,0.041666666666666664,0.0
2024-01-04 10:30:00,0.001,0.029,0.0
2024-01-04 10:45:00,0.001,0.029,0.0
2024-01-04 11:00:00,0.001,0.14266666666666666,0.0
2024-01-04 11:15:00,0.001,0.13233333333333333,0.0
2024-01-04 11:30:00,0.001,0.20633333333333334,0.0
2024-01-04 11:45:00,0.001,0.143,0.0
2024-01-04 12:00:00,0.001,0.029,0.0
2024-01-04 12:15:00,0.001,0.4701333333333333,0.0
2024-01-04 12:30:00,0.001,0.184,0.0
2024-01-04 12:45:00,0.001,0.049666666666666665,0.0
2024-01-04 13:00:00,0.001,0.105,0.0
2024-01-04 13:15:00,0.001,0.23113333333333333,0.0
2024-01-04 13:30:00,0.001,0.06733333333333333,0.0
2024-01-04 13:45:00,0.001,0.166,0.4
2024-01-04 14:00:00,0.001,0.13499999999999998,1.5
2024-01-04 14:15:00,0.001,0.0342,0.7
2024-01-04 14:30:00,0.001,0.029,0.0
2024-01-04 14:45:00,0.001,0.19366666666666665,0.0
2024-01-04 15:00:00,0.001,0.20733333333333331,0.0
2024-01-04 15:15:00,0.001,0.19526666666666667,0.0
2024-01-04 15:30:00,0.001,0.46475421227449903,0.0
2024-01-04 15:45:00,0.001,0.07355219735291431,0.0
2024-01-04 16:00:00,0.001,0.07355219735291431,0.0
2024-01-04 16:15:00,0.001,0.13168553068624764,0.0
2024-01-04 16:30:00,0.001,0.9179521973529142,0.0
2024-01-04 16:45:00,0.001,0.2408507324509714,0.0
2024-01-04 17:00:00,0.001,0.15,0.0
2024-01-04 17:15:00,0.001,2.277933333333333,0.9
2024-01-04 17:30:00,0.001,2.9475333333333333,1.5
2024-01-04 17:45:00,0.001,2.0803333333333334,1.5
2024-01-04 18:00:00,0.001,1.0321333333333333,1.2
2024-01-04 18:15:00,0.001,0.5453333333333333,0.0
2024-01-04 18:30:00,0.001,0.8399243587646933,0.0
2024-01-04 18:45:00,0.001,0.31555219735291423,0.0
2024-01-04 19:00:00,0.001,0.5528855306862476,0.0
2024-01-04 19:15:00,0.001,2.241085530686248,0.0
2024-01-04 19:30:00,0.001,3.9600855306862472,0.0
2024-01-04 19:45:00,0.001,1.1053521973529143,0.0
2024-01-04 20:00:00,0.001,0.5601521973529143,0.7
2024-01-04 20:15:00,0.001,0.4245521973529142,1.5
2024-01-04 20:30:00,0.001,0.49688553068624763,1.5
2024-01-04 20:45:00,0.001,0.5692188640195809,1.5
2024-01-04 21:00:00,0.001,0.4245521973529142,1.5
2024-01-04 21:15:00,0.001,0.5638855306862477,1.5
2024-01-04 21:30:00,0.001,0.5765521973529143,1.5
2024-01-04 21:45:00,0.001,0.4245521973529142,1.3
2024-01-04 22:00:00,0.001,0.5812855306862477,0.0
2024-01-04 22:15:00,0.001,0.8993521973529143,0.3
2024-01-04 22:30:00,0.001,0.4375521973529143,1.5
2024-01-04 22:45:00,0.001,1.008618864019581,1.5
2024-01-04 23:00:00,0.17504257523551237,0.6266855306862475,0.8
2024-01-04 23:15:00,0.5291632413106246,0.5705521973529143,0.0
2024-01-04 23:30:00,0.5540378648781691,1.2858855306862476,0.0
2024-01-04 23:45:00,0.16032994249522786,0.44488553068624764,0.0
2024-01-05 00:00:00,0.4326330753153764,0.4245521973529142,0.0
2024-01-05 00:15:00,1.298188058297114,0.4245521973529142,0.0
2024-01-05 00:30:00,0.1750075079033244,0.9613521973529143,0.0
2024-01-05 00:45:00,0.11103646193573567,0.7273910254313599,0.8
2024-01-05 01:00:00,0.3413704176104398,0.44466666666666665,1.3
2024-01-05 01:15:00,0.8412948721548686,0.393,0.0
2024-01-05 01:30:00,0.001,0.393,0.0
2024-01-05 01:45:00,0.001,0.32793333333333335,0.0
2024-01-05 02:00:00,0.001,0.7891333333333334,0.6
2024-01-05 02:15:00,0.001,0.9606,1.5
2024-01-05 02:30:00,0.001,0.6703333333333333,1.5
2024-01-05 02:45:00,0.001,0.11846666666666666,1.5
2024-01-05 03:00:00,0.001,0.20746666666666666,1.5
2024-01-05 03:15:00,0.001,1.3588,0.8
2024-01-05 03:30:00,0.001,0.427,0.0
2024-01-05 03:45:00,0.001,0.42733333333333334,0.0
2024-01-05 04:00:00,0.001,0.3517333333333334,0.0
2024-01-05 04:15:00,0.001,0.11773333333333333,0.0
2024-01-05 04:30:00,0.001,0.029,1.1
2024-01-05 04:45:00,0.001,0.13233333333333333,1.5
2024-01-05 05:00:00,0.001,0.14266666666666666,0.8
2024-01-05 05:15:00,0.001,0.4414666666666667,0.5
2024-01-05 05:30:00,0.001,0.219,1.5
2024-01-05 05:45:00,0.001,0.11766666666666667,1.5
2024-01-05 06:00:00,0.001,0.07213333333333334,1.5
2024-01-05 06:15:00,0.001,0.197,0.9
2024-01-05 06:30:00,0.001,0.073,0.0
2024-01-05 06:45:00,0.001,0.042,0.5
2024-01-05 07:00:00,0.001,0.5344666666666666,1.5
2024-01-05 07:15:00,0.001,0.23113333333333333,0.0
2024-01-05 07:30:00,0.001,0.15566666666666668,0.7
2024-01-05 07:45:00,0.001,0.14533333333333334,1.5
2024-01-05 08:00:00,0.1481101721312174,0.44179999999999997,1.5
2024-01-05 08:15:00,0.4300445279238899,0.042,1.5
2024-01-05 08:30:00,0.663232898700175,0.0908,1.5
2024-01-05 08:45:00,0.14419002230744984,0.3953333333333333,1.5
2024-01-05 09:00:00,0.29652354140320536,0.9727014649019429,1.5
2024-01-05 09:15:00,1.296082042536148,0.21621886401958096,1.5
2024-01-05 09:30:00,0.3347254971841325,0.5953521973529143,1.5
2024-01-05 09:45:00,0.10695473016285469,1.3304855306862475,1.5
2024-01-05 10:00:00,0.306670447376543,1.6605521973529143,1.5
2024-01-05 10:15:00,0.8915701374107773,0.6603979850784153,1.5
2024-01-05 10:30:00,0.001,0.32413333333333333,1.5
2024-01-05 10:45:00,0.001,0.05466666666666667,1.5
2024-01-05 11:00:00,0.001,0.5750666666666666,1.5
2024-01-05 11:15:00,0.001,0.042,1.5
2024-01-05 11:30:00,0.001,0.09280000000000001,1.5
2024-01-05 11:45:00,0.001,0.184,1.5
2024-01-05 12:00:00,0.001,0.21666666666666667,1.5
2024-01-05 12:15:00,0.001,0.143,1.5
2024-01-05 12:30:00,0.001,0.029,1.5
2024-01-05 12:45:00,0.001,0.029,1.5
2024-01-05 13:00:00,0.001,0.16333333333333336,1.5
2024-01-05 13:15:00,0.001,0.11166666666666666,1.5
2024-01-05 13:30:00,0.001,0.11713333333333334,1.5
2024-01-05 13:45:00,0.001,0.7931333333333332,1.5
2024-01-05 14:00:00,0.001,0.3093333333333333,1.5
2024-01-05 14:15:00,0.001,0.346,1.5
2024-01-05 14:30:00,0.001,0.426,1.5
2024-01-05 14:45:00,0.001,0.271,1.5
2024-01-05 15:00:00,0.001,0.5256000000000001,1.5
2024-01-05 15:15:00,0.001,0.19366666666666665,1.5
2024-01-05 15:30:00,0.001,0.17986666666666667,1.5
2024-01-05 15:45:00,0.001,0.38339999999999996,0.9
2024-01-05 16:00:00,0.001,0.8764000000000001,0.0
2024-01-05 16:15:00,0.001,0.8040666666666667,0.0
2024-01-05 16:30:00,0.001,0.6708,0.0
2024-01-05 16:45:00,0.001,0.8383333333333333,0.0
2024-01-05 17:00:00,0.001,2.5756666666666663,0.0
2024-01-05 17:15:00,0.001,0.3951173991176381,0.0
2024-01-05 17:30:00,0.001,0.9868855306862477,0.0
2024-01-05 17:45:00,0.001,1.4435521973529144,0.5
2024-01-05 18:00:00,0.001,3.628152197352914,1.5
2024-01-05 18:15:00,0.001,2.407552197352914,1.5
2024-01-05 18:30:00,0.001,0.864818864019581,0.3
2024-01-05 18:45:00,0.020933333333333335,1.0139313184117487,0.0
2024-01-05 19:00:00,0.31359415481395836,3.1700666666666666,0.0
2024-01-05 19:15:00,0.7784300551217537,0.789,0.0
2024-01-05 19:30:00,0.19031532135688214,0.9685153841960533,0.0
2024-01-05 19:45:00,0.16125635070014202,0.5167521973529143,0.0
2024-01-05 20:00:00,0.9356263301377817,1.1426188640195811,0.0
2024-01-05 20:15:00,0.8501022392556616,2.6240855306862474,1.2
2024-01-05 20:30:00,0.11419909048795261,1.1548855306862476,1.5
2024-01-05 20:45:00,0.2357076404471998,0.970618864019581,1.5
2024-01-05 21:00:00,0.11234409865853015,0.4478855306862476,0.2
2024-01-05 21:15:00,0.001,0.47155219735291426,0.0
2024-01-05 21:30:00,0.001,0.4488855306862476,0.0
2024-01-05 21:45:00,0.001,0.9766855306862475,1.1
2024-01-05 22:00:00,0.001,0.582618864019581,1.5
2024-01-05 22:15:00,0.001,0.957618864019581,0.0
2024-01-05 22:30:00,0.001,0.5175521973529142,0.0
2024-01-05 22:45:00,0.001,0.5485521973529143,0.0
2024-01-05 23:00:00,0.001,0.3885521973529143,0.0
2024-01-05 23:15:00,0.001,0.35455219735291427,0.0
2024-01-05 23:30:00,0.001,0.4333521973529143,0.0
2024-01-05 23:45:00,0.001,0.8003521973529143,1.1
2024-01-06 00:00:00,0.001,0.4602855306862476,1.5
2024-01-06 00:15:00,0.001,0.3287521973529143,1.5
2024-01-06 00:30:00,0.001,0.7033521973529143,1.3
