,DishWasher,BaseLoad
2024-01-05 02:00:00,0.0,0.216
2024-01-05 02:15:00,0.0,0.026
2024-01-05 02:30:00,0.0,0.026
2024-01-05 02:45:00,0.0,0.12133333333333333
2024-01-05 03:00:00,0.0,0.1406666666666667
2024-01-05 03:15:00,0.0,0.36800000000000005
2024-01-05 03:30:00,0.0,0.10200000000000001
2024-01-05 03:45:00,0.0,0.026
2024-01-05 04:00:00,0.0,0.026
2024-01-05 04:15:00,0.0,0.42579999999999996
2024-01-05 04:30:00,0.0,0.2753333333333333
2024-01-05 04:45:00,0.0,0.8870666666666668
2024-01-05 05:00:00,0.0,0.07666666666666666
2024-01-05 05:15:00,0.0,0.026
2024-01-05 05:30:00,0.0,0.026
2024-01-05 05:45:00,0.0,0.08933333333333332
2024-01-05 06:00:00,0.0,0.23066666666666666
2024-01-05 06:15:00,0.0,0.22466666666666668
2024-01-05 06:30:00,0.0,0.18733333333333332
2024-01-05 06:45:00,0.0,0.026
2024-01-05 07:00:00,0.0,0.026
2024-01-05 07:15:00,0.0,0.6031333333333333
2024-01-05 07:30:00,0.0,0.14173333333333332
2024-01-05 07:45:00,0.0,0.06833333333333333
2024-01-05 08:00:00,0.0,0.30100000000000005
2024-01-05 08:15:00,0.0,0.08433333333333334
2024-01-05 08:30:00,0.0,0.1282
2024-01-05 08:45:00,0.0,0.216
2024-01-05 09:00:00,0.0,0.026
2024-01-05 09:15:00,0.0,0.026
2024-01-05 09:30:00,0.0,0.13333333333333333
2024-01-05 09:45:00,0.0,0.2806666666666667
2024-01-05 10:00:00,0.0,0.216
2024-01-05 10:15:00,0.0,0.10200000000000001
2024-01-05 10:30:00,0.0,0.026
2024-01-05 10:45:00,0.0,0.039
2024-01-05 11:00:00,0.0,0.039
2024-01-05 11:15:00,0.0,0.40166666666666667
2024-01-05 11:30:00,0.0,0.30433333333333334
2024-01-05 11:45:00,0.0,0.026866666666666664
2024-01-05 12:00:00,0.0,0.026
2024-01-05 12:15:00,0.0,0.026
2024-01-05 12:30:00,0.0,0.08933333333333332
2024-01-05 12:45:00,0.0,0.292
2024-01-05 13:00:00,0.0,0.25133333333333335
2024-01-05 13:15:00,0.0,0.09933333333333333
2024-01-05 13:30:00,0.0,0.026
2024-01-05 13:45:00,0.0,0.5590666666666666
2024-01-05 14:00:00,0.0,0.6031333333333333
2024-01-05 14:15:00,0.0,0.5398
2024-01-05 14:30:00,0.0,0.33659999999999995
2024-01-05 14:45:00,0.0,0.18313333333333331
2024-01-05 15:00:00,0.0,0.20566666666666666
2024-01-05 15:15:00,0.0,0.24833333333333335
2024-01-05 15:30:00,0.0,0.337
2024-01-05 15:45:00,0.0,0.147
2024-01-05 16:00:00,0.0,0.16306666666666664
2024-01-05 16:15:00,0.0,0.12733333333333333
2024-01-05 16:30:00,0.0,0.5538000000000001
2024-01-05 16:45:00,0.0,0.3147104394705829
2024-01-05 17:00:00,0.0,0.2545521973529143
2024-01-05 17:15:00,0.0,0.311818864019581
2024-01-05 17:30:00,0.0,0.446818864019581
2024-01-05 17:45:00,0.0,0.3815521973529143
2024-01-05 18:00:00,0.0,0.28877710613724955
2024-01-05 18:15:00,0.0,0.30100000000000005
2024-01-05 18:30:00,0.0,0.06300695964705523
2024-01-05 18:45:00,0.0,0.0575521973529143
2024-01-05 19:00:00,0.0,0.0575521973529143
2024-01-05 19:15:00,0.0,0.22221886401958096
2024-01-05 19:30:00,0.0,0.33621886401958095
2024-01-05 19:45:00,0.0,0.1175521973529143
2024-01-05 20:00:00,0.0,0.1675521973529143
2024-01-05 20:15:00,0.0,0.07221886401958096
2024-01-05 20:30:00,0.0,0.1785521973529143
2024-01-05 20:45:00,0.0,0.3685521973529143
2024-01-05 21:00:00,0.0,0.4698855306862476
2024-01-05 21:15:00,0.0,0.1785521973529143
2024-01-05 21:30:00,0.0,0.21521886401958096
2024-01-05 21:45:00,0.0,0.22787857103919237
2024-01-05 22:00:00,0.0,0.12733333333333333
2024-01-05 22:15:00,0.0,0.28053333333333336
2024-01-05 22:30:00,0.0,0.8151014649019428
2024-01-05 22:45:00,0.0,0.2545521973529143
2024-01-05 23:00:00,0.0,0.1785521973529143
2024-01-05 23:15:00,0.0,0.255218864019581
2024-01-05 23:30:00,0.0,0.4638855306862476
2024-01-05 23:45:00,0.0,0.2335173991176381
2024-01-06 00:00:00,0.0,0.498818864019581
2024-01-06 00:15:00,0.0,0.222218864019581
2024-01-06 00:30:00,0.0,0.14628553068624764
2024-01-06 00:45:00,0.0,0.3178855306862476
2024-01-06 01:00:00,0.0,0.9085840657843048
2024-01-06 01:15:00,0.0,0.22766666666666666
2024-01-06 01:30:00,0.0,0.147
2024-01-06 01:45:00,0.0,0.27366666666666667
2024-01-06 02:00:00,0.0,0.23333333333333334
2024-01-06 02:15:00,0.0,0.216
2024-01-06 02:30:00,0.0,0.4638
2024-01-06 02:45:00,0.0,0.10666666666666667
2024-01-06 03:00:00,0.0,0.09200000000000001
2024-01-06 03:15:00,0.0,0.064
2024-01-06 03:30:00,0.0,0.35533333333333333
2024-01-06 03:45:00,0.0,0.14
2024-01-06 04:00:00,0.0,0.026
2024-01-06 04:15:00,0.0,0.026
2024-01-06 04:30:00,0.0,0.5211333333333333
2024-01-06 04:45:00,0.0,0.17866666666666667
2024-01-06 05:00:00,0.0,0.35533333333333333
2024-01-06 05:15:00,0.0,0.07666666666666666
2024-01-06 05:30:00,0.0,0.026
2024-01-06 05:45:00,0.0,0.026
2024-01-06 06:00:00,0.0,0.051333333333333335
2024-01-06 06:15:00,0.0,0.326
2024-01-06 06:30:00,0.0,0.18933333333333333
2024-01-06 06:45:00,0.0,0.16533333333333333
2024-01-06 07:00:00,0.0,0.026
2024-01-06 07:15:00,0.0,0.026
2024-01-06 07:30:00,0.0,0.16533333333333333
2024-01-06 07:45:00,0.0,0.19266666666666668
2024-01-06 08:00:00,0.0,0.136
2024-01-06 08:15:00,0.0,0.2
2024-01-06 08:30:00,0.0,0.064
2024-01-06 08:45:00,0.0,0.08933333333333332
2024-01-06 09:00:00,0.0,0.216
2024-01-06 09:15:00,0.0,0.064
2024-01-06 09:30:00,0.0,0.05533333333333334
2024-01-06 09:45:00,0.0,0.19933333333333333
2024-01-06 10:00:00,0.0,0.16
2024-01-06 10:15:00,0.0,0.2033333333333333
2024-01-06 10:30:00,0.0,0.14
2024-01-06 10:45:00,0.0,0.026
2024-01-06 11:00:00,0.0,0.026
2024-01-06 11:15:00,0.0,0.07
2024-01-06 11:30:00,0.0,0.39466666666666667
2024-01-06 11:45:00,0.0,0.24133333333333334
2024-01-06 12:00:00,0.0,0.026
2024-01-06 12:15:00,0.0,0.026
2024-01-06 12:30:00,0.0,0.026
2024-01-06 12:45:00,0.0,0.051333333333333335
2024-01-06 13:00:00,0.0,0.3506666666666666
2024-01-06 13:15:00,0.0,0.30400000000000005
2024-01-06 13:30:00,0.0,0.049138278058803816
2024-01-06 13:45:00,0.0,0.0575521973529143
2024-01-06 14:00:00,0.0,0.0575521973529143
2024-01-06 14:15:00,0.0,0.7299521973529143
2024-01-06 14:30:00,0.0,0.21692435876469332
2024-01-06 14:45:00,0.0,0.39766666666666667
2024-01-06 15:00:00,0.0,0.233
2024-01-06 15:15:00,0.0,0.147
2024-01-06 15:30:00,0.0,0.21033333333333334
2024-01-06 15:45:00,0.0,0.2966666666666667
2024-01-06 16:00:00,0.0,0.064
2024-01-06 16:15:00,0.0,0.11466666666666667
2024-01-06 16:30:00,0.0,0.3486
2024-01-06 16:45:00,0.0,0.3512
2024-01-06 17:00:00,0.0,0.8089999999999999
2024-01-06 17:15:00,0.0,0.2644666666666667
2024-01-06 17:30:00,0.0,0.16
2024-01-06 17:45:00,0.0,0.16
2024-01-06 18:00:00,0.0,0.35
2024-01-06 18:15:00,0.0,0.3317333333333333
2024-01-06 18:30:00,0.0,0.3862
2024-01-06 18:45:00,0.0002666666666666667,0.147
2024-01-06 19:00:00,0.45080000000000003,0.147
2024-01-06 19:15:00,0.7506666666666667,0.147
2024-01-06 19:30:00,0.001,0.16073333333333334
2024-01-06 19:45:00,0.001,0.312
2024-01-06 20:00:00,0.001,0.21200000000000002
2024-01-06 20:15:00,0.001,0.05533333333333334
2024-01-06 20:30:00,0.001,0.026
2024-01-06 20:45:00,0.001,0.5653771061372496
2024-01-06 21:00:00,1.3504,0.24988553068624764
2024-01-06 21:15:00,1.0505333333333333,0.5078855306862476
2024-01-06 21:30:00,0.001,0.20055219735291427
2024-01-06 21:45:00,0.00013333333333333334,0.28855219735291426
2024-01-06 22:00:00,0.0,0.13571043947058287
2024-01-06 22:15:00,0.0,0.5883840657843048
2024-01-06 22:30:00,0.0,0.3685521973529143
2024-01-06 22:45:00,0.0,0.3305521973529143
2024-01-06 23:00:00,0.0,0.2545521973529143
2024-01-06 23:15:00,0.0,0.19101886401958096
2024-01-06 23:30:00,0.0,0.1675521973529143
2024-01-06 23:45:00,0.0,0.23488553068624765
2024-01-07 00:00:00,0.0,0.1715521973529143
