,Occupancy,SoC_ref_EV,T_ref_WB,T_set_WB,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,P_use_WB,P_loss_WB,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-05-30 06:00:00,1.0,0.0,23.8,60.0,18.333333333333332,183.7454097364662,14.963204457443046,14.613144428908265,9.176667,10716.16,0.0,0,0,0,0.0
2024-05-30 06:15:00,2.0,0.0,18.0,60.0,17.333333333333332,183.23830787791493,14.96414561603124,14.59581469272313,9.176667,0.0,0.0,0,0,0,0.0
2024-05-30 06:30:00,1.0,0.0,18.0,60.0,18.666666666666668,180.91422964852867,14.964935360991502,14.578705317375146,9.176667,669.76,0.0,0,0,0,0.0
2024-05-30 06:45:00,2.0,0.0,16.066666666666666,60.0,17.333333333333332,178.6322028583076,14.965576877753374,14.561812313901783,9.176667,669.76,0.0,0,0,0,0.0
2024-05-30 07:00:00,1.0,0.0,15.8,60.0,19.666666666666668,137.53147571320318,14.969116262502093,14.5469578644215,10.21667,1339.52,0.0,0,0,0,0.0
2024-05-30 07:15:00,1.0,0.0,11.6,60.0,20.0,132.47823675043978,14.975974094088462,14.534403886781584,10.21667,2679.04,0.0,0,0,0,0.0
2024-05-30 07:30:00,1.0,0.0,9.733333333333333,60.0,20.0,130.24105338811177,14.982666429758428,14.522062110395959,10.21667,669.76,0.0,0,0,0,0.0
2024-05-30 07:45:00,1.0,0.0,7.133333333333334,60.0,20.0,128.04612915080395,14.989196514906958,14.509928526423135,10.21667,2679.04,0.0,0,0,0,0.0
2024-05-30 08:00:00,1.0,0.7633333333333334,2.7333333333333334,60.0,20.0,57.42042592029504,15.002109891887297,14.501215363954605,12.04667,8037.12,0.0,1,0,1,0.7572222222222222
2024-05-30 08:15:00,1.0,0.8,1.0,60.0,20.0,50.05950668594154,15.022299236691591,14.496400754053392,12.04667,0.0,0.0,0,0,1,0.0
2024-05-30 08:30:00,1.0,0.8,0.2,60.0,20.0,47.6276227308242,15.042266439160358,14.491816983197237,12.04667,669.76,0.0,0,0,1,0.0
2024-05-30 08:45:00,1.0,0.8,0.0,60.0,20.0,45.24548407870386,15.062015410263644,14.487459332015902,12.04667,669.76,0.0,0,0,1,0.0
2024-05-30 09:00:00,1.0,0.8,-0.26666666666666666,60.0,20.0,-16.03032271925681,15.077145656373068,14.486104172525803,13.64333,8037.12,0.0,0,0,1,0.0
2024-05-30 09:15:00,1.0,0.8,0.0,60.0,20.0,-20.953314176504552,15.087118525614354,14.488045249025346,13.64333,0.0,0.0,0,0,1,0.0
2024-05-30 09:30:00,1.0,0.8,0.0,60.0,20.0,-21.596347697635,15.097017283095965,14.4900474253755,13.64333,2679.04,0.0,0,0,1,0.0
2024-05-30 09:45:00,1.0,0.8,-0.06666666666666667,60.0,20.0,-22.224841709693216,15.106843102378273,14.492109322080644,13.64333,4018.56,0.0,0,0,1,0.0
2024-05-30 10:00:00,1.0,0.8,0.0,60.0,20.0,-100.54158932494028,15.11541606782218,14.49788997660895,15.73833,1339.52,0.0,0,0,1,0.0
2024-05-30 10:15:00,1.0,0.8,-0.26666666666666666,60.0,20.0,-105.48525527317426,15.12262511023396,14.507835027342121,15.73833,8037.12,0.0,0,0,1,0.0
2024-05-30 10:30:00,1.0,0.8,0.0,60.0,20.0,-104.84611322907872,15.129851020352394,14.517719576622339,15.73833,0.0,0.0,0,0,1,0.0
2024-05-30 10:45:00,1.0,0.8,0.0,60.0,20.0,-104.21630238434159,15.137093146831544,14.527544509375542,15.73833,0.0,0.0,0,0,1,0.0
2024-05-30 11:00:00,1.0,0.8,-0.26666666666666666,60.0,20.0,-145.26633641307902,15.143800634721268,14.539273603021538,16.86167,9376.640000000001,0.0,0,0,1,0.0
2024-05-30 11:15:00,3.0,0.8,0.0,60.0,19.633333333333333,-146.99955794577974,15.149923529092286,14.553148376897848,16.86167,669.76,0.0,0,0,1,0.0
2024-05-30 11:30:00,3.0,0.8,0.0,60.0,19.5,-145.75517803433792,15.156105512329097,14.566905251586677,16.86167,669.76,0.0,0,0,1,0.0
2024-05-30 11:45:00,1.0,0.0,0.0,60.0,19.966666666666665,-144.53133190573618,15.162345078230738,14.580546174706335,16.86167,0.0,0.0,0,1,0,0.0
2024-05-30 12:00:00,1.0,0.0,0.0,60.0,20.0,-149.6776764705972,15.169112270782737,14.594371488454366,17.03167,2009.2799999999997,0.0,0,0,0,0.0
2024-05-30 12:15:00,1.0,0.0,0.0,60.0,20.0,-148.955117763666,15.176470514752326,14.608426195644492,17.03167,2009.2799999999997,0.0,0,0,0,0.0
2024-05-30 12:30:00,1.0,0.0,0.0,60.0,20.0,-147.79821145244563,15.183878168295776,14.622371313606491,17.03167,0.0,0.0,0,0,0,0.0
2024-05-30 12:45:00,1.0,0.0,0.0,60.0,20.0,-146.6598973467698,15.191333881205738,14.636208605746466,17.03167,1339.52,0.0,0,0,0,0.0
2024-05-30 13:00:00,1.0,0.0,-0.26666666666666666,60.0,20.0,-188.3861326733868,15.19672051721184,14.6519600128808,18.19,8037.12,0.0,0,0,0,0.0
2024-05-30 13:15:00,1.0,0.0,0.0,60.0,20.0,-189.40460605656565,15.199784012885793,14.66985667714021,18.19,0.0,0.0,0,0,0,0.0
2024-05-30 13:30:00,1.0,0.7908333333333336,0.0,60.0,20.0,-187.36620753641589,15.202967409706519,14.687560119629305,18.19,1339.52,0.0,1,0,1,0.7663888888888889
2024-05-30 13:45:00,1.0,0.8,0.0,60.0,20.0,-185.36352839794773,15.206268030804827,14.705073728540865,18.19,669.76,0.0,0,0,1,0.0
2024-05-30 14:00:00,1.0,0.8,-0.13333333333333333,60.0,20.0,-201.05590846107583,15.213868348504414,14.723227224259293,18.65667,8706.88,0.0,0,0,1,0.0
2024-05-30 14:15:00,1.0,0.8,0.0,60.0,20.0,-200.94414409741674,15.226320785268747,14.74217720382774,18.65667,1339.52,0.0,0,0,1,0.0
2024-05-30 14:30:00,1.0,0.8,0.0,60.0,20.0,-199.61117519120828,15.238816967138716,14.761000969517179,18.65667,1339.52,0.0,0,0,1,0.0
2024-05-30 14:45:00,3.0,0.0,0.0,60.0,19.833333333333332,-198.29843935860453,15.251355457998843,14.779700440230478,18.65667,0.0,0.0,0,1,0,0.0
2024-05-30 15:00:00,1.0,0.0,0.0,60.0,19.733333333333334,-190.2860207309177,15.259571738607935,14.797966498467463,18.485,669.76,0.0,0,0,0,0.0
2024-05-30 15:15:00,1.0,0.0,-1.0,60.0,20.0,-187.8004852830842,15.262892108430824,14.815710452331697,18.485,32148.479999999996,0.0,0,0,0,0.0
2024-05-30 15:30:00,1.0,0.0,-1.6666666666666667,60.0,20.0,-185.80484773722904,15.266328798864784,14.833265242068196,18.485,669.76,0.0,0,0,0,0.0
2024-05-30 15:45:00,1.0,0.0,0.0,60.0,20.0,-183.84408422256604,15.26987919885694,14.850634175673378,18.485,0.0,0.0,0,0,0,0.0
2024-05-30 16:00:00,1.0,0.0,0.0,60.0,20.0,-172.93390145421697,15.274986225036782,14.867395675278612,18.24,1339.52,0.0,0,0,0,0.0
2024-05-30 16:15:00,1.0,0.0,0.0,60.0,20.0,-170.7839667726465,15.28183095161461,14.883516458548577,18.24,0.0,0.0,0,0,0,0.0
2024-05-30 16:30:00,1.0,0.0,0.0,60.0,20.0,-169.31400968198022,15.288746765921788,14.899497965063713,18.24,0.0,0.0,0,0,0,0.0
2024-05-30 16:45:00,1.0,0.0,-0.2,60.0,20.0,-167.86842473800215,15.29573187704168,14.915342506521828,18.24,8037.12,0.0,0,0,0,0.0
2024-05-30 17:00:00,1.0,0.7847222222222225,-0.06666666666666667,60.0,20.0,-181.8369826973544,15.303311216652391,14.931776406118754,18.65333,2679.04,0.0,1,0,1,0.7602777777777778
2024-05-30 17:15:00,1.0,0.8,0.0,60.0,20.0,-181.44155079042415,15.311559983626104,14.948899256358034,18.65333,1339.52,0.0,0,0,1,0.0
2024-05-30 17:30:00,1.0,0.8,0.0,60.0,20.0,-179.96793391657405,15.319875414371895,14.965882501603822,18.65333,0.0,0.0,0,0,1,0.0
2024-05-30 17:45:00,1.0,0.8,0.0,60.0,20.0,-178.51833507764985,15.328255755242932,14.982728419921152,18.65333,669.76,0.0,0,0,1,0.0
2024-05-30 18:00:00,1.0,0.8,0.0,60.0,20.0,-79.86743567743211,15.333619209127223,14.99486485885683,16.04167,669.76,0.0,0,0,1,0.0
2024-05-30 18:15:00,1.0,0.8,-0.26666666666666666,60.0,20.0,-72.17597306861424,15.33551038099839,15.001681785489023,16.04167,8037.12,0.0,0,0,1,0.0
2024-05-30 18:30:00,1.0,0.8,0.0,60.0,20.0,-71.46445596002623,15.337440678999274,15.008431277699845,16.04167,1339.52,0.0,0,0,1,0.0
2024-05-30 18:45:00,1.0,0.8,0.0,60.0,20.0,-70.76516117260012,15.33940919347563,15.015114494822733,16.04167,1339.52,0.0,0,0,1,0.0
2024-05-30 19:00:00,1.0,0.8,0.0,60.0,20.0,-47.421877384246464,15.340581562535677,15.020666763874853,15.43333,669.76,0.0,0,0,1,0.0
2024-05-30 19:15:00,1.0,0.8,0.0,60.0,20.0,-45.25925606482398,15.340836100400312,15.024945190926154,15.43333,0.0,0.0,0,0,1,0.0
2024-05-30 19:30:00,1.0,0.8,0.0,60.0,20.0,-44.72912129058242,15.341123620031563,15.029173358748292,15.43333,4018.56,0.0,0,0,1,0.0
2024-05-30 19:45:00,1.0,0.8,-0.13333333333333333,60.0,20.0,-44.20843835248819,15.341443408932586,15.033352163920092,15.43333,5358.08,0.0,0,0,1,0.0
2024-05-30 20:00:00,1.0,0.8,0.0,60.0,17.666666666666668,-8.44310154676044,15.34055394098068,15.035823900393353,14.48667,0.0,0.0,0,0,1,0.0
2024-05-30 20:15:00,1.0,0.8,-0.06666666666666667,60.0,20.0,-5.755784951482477,15.339665307621376,15.036370828153064,14.48667,5358.080000000001,0.0,0,0,1,0.0
2024-05-30 20:30:00,1.0,0.8,-0.06666666666666667,60.0,20.0,-5.643732974104585,15.339211287318443,15.03690629438996,14.48667,4018.56,0.0,0,0,1,0.0
2024-05-30 20:45:00,1.0,0.8,0.0,60.0,20.0,-5.533833249266776,15.338765785421485,15.03743133485701,14.48667,2009.2799999999997,0.0,0,0,1,0.0
2024-05-30 21:00:00,2.0,0.8,0.0,60.0,17.333333333333332,58.14597981898769,15.33736204849624,15.034954098903532,12.77667,0.0,0.0,0,0,1,0.0
2024-05-30 21:15:00,2.0,0.8,0.0,60.0,15.0,62.30993810942491,15.3331830511981,15.029080041571952,12.77667,669.76,0.0,0,0,1,0.0
2024-05-30 21:30:00,2.0,0.8,0.0,60.0,15.0,61.955954308730945,15.328655800191108,15.02324007223233,12.77667,0.0,0.0,0,0,1,0.0
2024-05-30 21:45:00,2.0,0.8,0.0,60.0,15.0,61.606980920834445,15.32412130013929,15.017433128966122,12.77667,0.0,0.0,0,0,1,0.0
2024-05-30 22:00:00,1.0,0.8,0.0,60.0,15.666666666666666,148.16269261220066,15.31873469068137,15.007567796556781,10.43833,1339.52,0.0,0,0,1,0.0
2024-05-30 22:15:00,1.0,0.8,0.0,60.0,20.0,152.95666611876592,15.313935907890746,14.993123145698085,10.43833,0.0,0.0,0,0,1,0.0
2024-05-30 22:30:00,1.0,0.8,0.0,60.0,20.0,151.42018028020385,15.310159824398157,14.978820936168166,10.43833,0.0,0.0,0,0,1,0.0
2024-05-30 22:45:00,2.0,0.8,0.0,60.0,16.333333333333332,149.9599919298029,15.305633201523408,14.964660693284173,10.43833,0.0,0.0,0,0,1,0.0
2024-05-30 23:00:00,2.0,0.8,0.0,60.0,15.0,155.20952937491816,15.299032861810671,14.950320417444065,10.26333,0.0,0.0,0,0,1,0.0
2024-05-30 23:15:00,2.0,0.8,0.0,60.0,15.0,154.3865902111034,15.29217934307918,14.93575011001821,10.26333,0.0,0.0,0,0,1,0.0
2024-05-30 23:30:00,2.0,0.8,0.0,60.0,15.0,153.1178068351248,15.285267602002289,14.921300005741083,10.26333,0.0,0.0,0,0,1,0.0
2024-05-30 23:45:00,2.0,0.8,0.0,60.0,15.0,151.86977734006612,15.27829915595026,14.906968136138206,10.26333,0.0,0.0,0,0,1,0.0
