,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-04 01:30:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 01:45:00,0.001,0.001,0.001,0.5418,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.001,0.098,0.0,0.0
2024-01-04 02:15:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.001,0.054,0.0,0.3
2024-01-04 02:45:00,0.001,0.001,0.001,0.054,0.0,1.5
2024-01-04 03:00:00,0.001,0.001,0.001,0.054,0.0,0.9
2024-01-04 03:15:00,0.001,0.001,0.001,0.13466666666666666,0.0,0.0
2024-01-04 03:30:00,0.001,0.001,0.001,0.10533333333333333,0.0,1.5
2024-01-04 03:45:00,0.001,0.001,0.001,0.054,0.0,1.5
2024-01-04 04:00:00,0.001,0.001,0.001,0.054,0.0,1.5
2024-01-04 04:15:00,0.001,0.001,0.001,0.054,0.0,0.3
2024-01-04 04:30:00,0.001,0.5144450257389442,0.001,0.054,0.0,0.0
2024-01-04 04:45:00,0.001,1.8622016175697218,0.001,0.12733333333333335,0.0,0.0
2024-01-04 05:00:00,0.001,1.86172679143735,0.001,0.11266666666666666,0.0,0.0
2024-01-04 05:15:00,0.001,0.9484501748831693,0.001,0.054,0.0,0.1
2024-01-04 05:30:00,0.001,0.001,0.001,0.054,0.0,1.5
2024-01-04 05:45:00,0.001,0.001,0.001,0.054,0.0,0.5
2024-01-04 06:00:00,0.001,0.001,0.001,0.054,6.533333333333333,0.0
2024-01-04 06:15:00,0.001,0.001,0.001,0.12000000000000001,3.2666666666666666,0.0
2024-01-04 06:30:00,0.001,0.001,0.001,0.12000000000000001,0.0,0.0
2024-01-04 06:45:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 07:00:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 07:15:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 07:30:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 07:45:00,0.001,0.001,0.001,0.11266666666666666,0.0,0.0
2024-01-04 08:00:00,0.001,0.001,0.001,0.12733333333333335,0.0,0.0
2024-01-04 08:15:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 08:30:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 08:45:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 09:00:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 09:15:00,0.001,0.001,0.001,0.10533333333333333,0.0,0.0
2024-01-04 09:30:00,0.001,0.001,0.001,0.13466666666666666,0.0,0.0
2024-01-04 09:45:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 10:00:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 10:15:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 10:30:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 10:45:00,0.001,0.001,0.001,0.098,0.0,0.0
2024-01-04 11:00:00,0.001,0.001,0.001,0.142,0.0,0.0
2024-01-04 11:15:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 11:30:00,0.001,0.001,0.001,0.054,0.0,0.0
2024-01-04 11:45:00,0.001,0.001,0.001,0.054,0.0,0.1
2024-01-04 12:00:00,0.001,0.001,0.001,0.054,3.7333333333333334,1.5
2024-01-04 12:15:00,0.001,0.001,0.001,0.09066666666666667,0.0,0.4
2024-01-04 12:30:00,0.001,0.001,0.001,0.14933333333333335,0.0,0.0
2024-01-04 12:45:00,0.001,0.001,0.001,0.054,0.0,0.0
